source	target
Vitamin_B12	TIMP2
Vitamin_B12	TIMP1
Vitamin_B12	MIR718
Vitamin_B12	PIK3CA
Vitamin_B12	S100A9
Vitamin_B12	TLR2
Vitamin_B12	TLR1
Vitamin_B12	MMP9
Vitamin_B12	IL18
Vitamin_B12	MYD88
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	ITGAD
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	TNF
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	COL4A1
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	HMOX1
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	BAX
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	PIK3CD
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	IL6
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	BCL2
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	CRP
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	FN1
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	CCND3
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	CXCL8
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	CDH3
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	LAMA3
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	PTGS1
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	AKT3
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	PTGS2
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	NFRKB
Overview of nanoparticle effects%WikiPathways_20181110%WP3287%Homo sapiens	PTK2
Diseases	CCL4
Diseases	HGF
Diseases	SFTPA1
Diseases	CCL5
Diseases	SERPINA1
Diseases	TNF
Diseases	CCL11
Diseases	TGFB1
Diseases	SMAD7
Diseases	HMOX1
Diseases	CYSLTR2
Diseases	CMA1
Diseases	CALCA
Diseases	IGF1
Diseases	IL1B
Diseases	CCL3
Diseases	CCL2
Diseases	MECP2
Diseases	PDGFA
Diseases	NFE2L2
Diseases	SFTPC
Diseases	TERT
Diseases	PDGFB
Diseases	CCR2
Diseases	SFTPA2
Diseases	MUC5B
Diseases	PARN
Diseases	IL6
Diseases	ATP11A
Diseases	IL5
Diseases	IL4
Diseases	EDN1
Diseases	FAM13A
Diseases	SPP1
Diseases	DPP9
Diseases	SKIL
Diseases	CSF3
Diseases	FGF7
Diseases	STN1
Diseases	CSF2
Diseases	DSP
Diseases	CXCL2
Diseases	ELN
Diseases	FGF2
Diseases	EGF
Diseases	FGF1
Diseases	CXCL8
Diseases	BMP7
Diseases	CCR3
Diseases	MT2A
Diseases	TIMP1
Diseases	TGFA
Diseases	IL13
Diseases	IL12B
Diseases	CEBPB
Diseases	CTGF
Diseases	PTX3
Diseases	ELMOD2
Diseases	RTEL1
Diseases	GREM1
Diseases	MMP2
Diseases	PLAU
Diseases	MMP9
NFkB	TLR4
NFkB	MIR718
NFkB	TLR5
NFkB	UBE2N
NFkB	TIFA
NFkB	UBE2V1
NFkB	IL1A
NFkB	TLR2
NFkB	TLR1
NFkB	TLR7
NFkB	TLR10
NFkB	TLR8
NFkB	TLR9
NFkB	TLR6
NFkB	MYD88
NFkB	JUN
NFkB	VEGFA
NFkB	ICAM1
NFkB	CSF2
NFkB	CCND1
NFkB	IL2
NFkB	BIRC5
NFkB	BCL2A1
NFkB	BCL2L2
NFkB	CD40LG
NFkB	TNFRSF1A
NFkB	SELE
NFkB	RELB
NFkB	EGLN2
NFkB	VCAM1
NFkB	MMP1
NFkB	PTGS2
NFkB	MMP2
NFkB	MMP3
NFkB	REL
NFkB	CFLAR
NFkB	MMP9
Cytokines	TRAF3
Cytokines	IL17RE
Cytokines	TRAF6
Cytokines	IL17F
Cytokines	NFKB1
Cytokines	NFKBIB
Cytokines	STAT3
Cytokines	IL17RA
Cytokines	IL17RC
Cytokines	MAP3K14
Cytokines	IL17D
Cytokines	IL25
Cytokines	JAK1
Cytokines	JAK2
Cytokines	TRAF3IP2
Cytokines	IL17RB
Cytokines	IL17C
Cytokines	SP1
Cytokines	IL17RD
Cytokines	MAPK1
Cytokines	MAPK3
Cytokines	RELA
Cytokines	MAP3K7
Cytokines	IKBKB
Cytokines	CEBPD
Cytokines	CEBPB
Cytokines	GSK3B
Cytokines	IL17B
Cytokines	IKBKG
Cytokines	AKT1
Cytokines	IL17A
Cytokines	PRKCD
Cytokines	RPS6KB1
Cytokines	PTPN11
Cytokines	STAT1
Cytokines	SOS1
Cytokines	HDAC1
Cytokines	SOCS3
Cytokines	BAD
Cytokines	GRB2
Cytokines	BCL2L1
Cytokines	NCOA1
Cytokines	PRDM1
Cytokines	RAC1
Cytokines	NLK
Cytokines	GAB1
Cytokines	IRF1
Cytokines	TYK2
Cytokines	PIK3R1
Cytokines	TIMP1
Cytokines	PIK3R2
Cytokines	SHC1
Cytokines	VIP
Cytokines	HCK
Cytokines	IL6ST
Cytokines	IL6R
Cytokines	NR2F6
Cytokines	AGT
Cytokines	JUNB
Cytokines	IL6
Cytokines	CRP
Cytokines	CREBBP
Cytokines	MAP2K4
Cytokines	MAP2K1
Cytokines	MAP2K2
Cytokines	VAV1
Cytokines	TNF
Cytokines	CSF3
Cytokines	HLA-DRB1
Cytokines	IL3
Cytokines	HLA-DRA
Cytokines	TGFB1
Cytokines	CSF2
Cytokines	CSF1
Cytokines	IL2
Cytokines	CXCL2
Cytokines	IFNG
Cytokines	IFNB1
Cytokines	IL1B
Cytokines	PDGFA
Cytokines	IL1A
Cytokines	IL13
Cytokines	IL7
Cytokines	IL12B
Cytokines	IL15
Cytokines	IL5
Cytokines	IL11
Cytokines	IL4
Cytokines	IL10
Cytokines	CD4
Cytokines	CXCL1
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	CD14
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	PLG
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	TRAF6
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	NFKB1
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	TIRAP
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	SYK
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	TNF
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	IRF3
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	ITGAM
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	LY96
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	TICAM1
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	CXCL3
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	IFNB1
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	RASSF5
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	CCL2
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	IRAK1
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	NOS2
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	IRAK2
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	TLR4
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	TLR3
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	MIR718
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	TICAM2
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	IKBKB
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	IL12B
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	IL6
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	RHOA
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	CHUK
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	LBP
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	IRAK4
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	TYROBP
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	AKT1
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	IKBKG
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	CBLB
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	PLAT
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	ITGB2
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	SRC
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	MYD88
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20181110%WP4136%Homo sapiens	CXCL10
Inflammation	RETN
Inflammation	MAPK3
Inflammation	MAPK1
Inflammation	MAPK14
Inflammation	PIK3CA
Inflammation	PIK3CB
Inflammation	PIK3CD
Inflammation	PIK3CG
Inflammation	AKT1
Inflammation	AKT2
Inflammation	AKT3
Inflammation	NFKB1
Inflammation	NFKBIA
Inflammation	PLCB1
Inflammation	PLCB2
Inflammation	PLCB3
Inflammation	PLCB4
Inflammation	PLCG1
Inflammation	PLCG2
Inflammation	PLCD1
Inflammation	PLCD4
Inflammation	PLCD3
Inflammation	PLCE1
Inflammation	IL6
Inflammation	CXCL8
Inflammation	TNF
Inflammation	IL12B
Inflammation	IL12A
Inflammation	CHUK
Inflammation	IKBKB
Inflammation	IKBKG
Inflammation	RELA
Inflammation	ITPR1
Inflammation	PTGES2
Inflammation	PTGER1
Inflammation	PTGER2
Inflammation	PTGER3
Inflammation	PTGER4
Inflammation	ESR1
Inflammation	SRC
Inflammation	MMP1
Inflammation	CYP19A1
Inflammation	KRAS
Inflammation	NRAS
Inflammation	HRAS
Inflammation	BRAF
Inflammation	PTGS2
Inflammation	PLA1A
Inflammation	EGFR
Inflammation	CD14
Inflammation	IL1A
Inflammation	IL1B
Inflammation	IRAK1
Inflammation	IRAK4
Inflammation	LTF
Inflammation	MYD88
Inflammation	TLR2
Inflammation	TLR4
Inflammation	TRAF6
Inflammation	TREM1
Inflammation	AGER
Inflammation	IFNA1
Inflammation	IFNB1
Allograft_rejection	VIP
Allograft_rejection	CD80
Allograft_rejection	CD86
Allograft_rejection	CD28
Allograft_rejection	FAS
Allograft_rejection	IL12A
Allograft_rejection	IFNG
Allograft_rejection	IL2
Allograft_rejection	IL4
Allograft_rejection	IL5
Allograft_rejection	IL10
Allograft_rejection	CTLA4
Allograft_rejection	TGFB1
Immune_cell_regulation	C3
Immune_cell_regulation	C5
Immune_cell_regulation	C6
Immune_cell_regulation	C7
Immune_cell_regulation	ICAM1
Immune_cell_regulation	IL1A
Immune_cell_regulation	IL6
Immune_cell_regulation	CXCL8
Immune_cell_regulation	ITGA4
Immune_cell_regulation	ITGAL
Immune_cell_regulation	ITGB1
Immune_cell_regulation	ITGB2
Immune_cell_regulation	KNG1
Immune_cell_regulation	SELP
Immune_cell_regulation	SELPLG
Immune_cell_regulation	TNF
Immune_cell_regulation	VCAM1
Cytokines	CHUK
Cytokines	ECSIT
Cytokines	IFNA1
Cytokines	IL1R1
Cytokines	IL1RAP
Cytokines	IL1RN
Cytokines	IRAK1
Cytokines	IRAK2
Cytokines	IRAK3
Cytokines	JUN
Cytokines	MAP2K3
Cytokines	MAP2K6
Cytokines	MEIS2
Cytokines	MAPK14
Cytokines	MAPK8
Cytokines	MYD88
Cytokines	NFKBIA
Cytokines	TAB1
Cytokines	TGFB2
Cytokines	TGFB3
Cytokines	TOLLIP
Immune_cell_regulation	SDCBP
Immune_cell_regulation	CCL4
Immune_cell_regulation	CCR1
Immune_cell_regulation	CCR2
Immune_cell_regulation	CCR3
Immune_cell_regulation	CCR4
Immune_cell_regulation	CCR5
Immune_cell_regulation	CCR7
Immune_cell_regulation	CD28
Immune_cell_regulation	CD40LG
Immune_cell_regulation	CD4
Immune_cell_regulation	CSF2
Immune_cell_regulation	CXCR3
Immune_cell_regulation	CXCR4
Immune_cell_regulation	IFNG
Immune_cell_regulation	IFNGR1
Immune_cell_regulation	IFNGR2
Immune_cell_regulation	IL12A
Immune_cell_regulation	IL12B
Immune_cell_regulation	IL12RB1
Immune_cell_regulation	IL12RB2
Immune_cell_regulation	IL18R1
Immune_cell_regulation	IL2
Immune_cell_regulation	IL4
Immune_cell_regulation	IL4R
Immune_cell_regulation	IL5
Immune_cell_regulation	TGFB1
Immune_cell_regulation	TGFB2
Immune_cell_regulation	TGFB3
Cytokines	BLVRA
Cytokines	BLVRB
Cytokines	HMOX1
Cytokines	IL10RA
Cytokines	IL10RB
Cytokines	STAT2
Cytokines	RNN
