GeneID	logFC	logCPM	F	PValue	FDR	hgnc_symbol
ENSG00000005001	3.85401288704942	3.02377463269787	14.2061341895097	0.00287169217440656	0.0201540133443662	PRSS22
ENSG00000005007	0.584820153102513	6.81623737343959	3.8741718260577	0.0735874408039555	0.166570491062693	UPF1
ENSG00000005020	-2.75565298761781	5.51049345934616	23.9028199748319	0.000420447923215224	0.00630416913371523	SKAP2
ENSG00000005022	0.487514182579146	7.67881361353098	3.67035969487151	0.0805474711726428	0.176978247999964	SLC25A5
ENSG00000005059	-0.568941686869577	4.49639267053319	0.710039329204708	0.416593935305521	0.562242633757042	MCUB
ENSG00000005073	3.75772242722291	2.77224208227105	4.65320665338827	0.0529061102013185	0.132506439903525	HOXA11
ENSG00000005075	1.597425138973	5.19473972466817	13.421493690009	0.00346720471229897	0.0225774655021312	POLR2J
ENSG00000005100	0.584879305556913	4.62692489430262	2.67820809190716	0.128752722198179	0.245217305218763	DHX33
ENSG00000005102	-5.96029231091275	4.8586399948817	41.7666723961923	3.76874759413919e-05	0.00156079260278542	MEOX1
ENSG00000005108	-3.88385242418224	3.3518782223392	37.0661224444325	6.48527911417549e-05	0.00211824468001412	THSD7A
ENSG00000005156	1.50546046049009	5.109808727006	11.864856333683	0.00514100158959308	0.029120564559608	LIG3
ENSG00000005175	0.535947693011679	4.79379411302043	2.99905244240184	0.109990887808655	0.219528955527042	RPAP3
ENSG00000005187	-0.903111120154002	1.80869903583078	1.23502317205337	0.289103060903058	0.435831545687953	ACSM3
ENSG00000005189	0.640294457804884	2.84442465661363	2.28934679558578	0.157222986999165	0.282407435783098	REXO5
ENSG00000005194	0.130360868574781	4.99224751904058	0.221397496882064	0.646766313873457	0.757199541196138	CIAPIN1
ENSG00000005206	1.00198351997562	4.84333800772818	8.98669671754056	0.011580990770367	0.0484009460441725	SPPL2B
ENSG00000005238	-0.958388805259523	4.30962063444198	5.1553284551461	0.0432660670838657	0.11558654874647	FAM214B
ENSG00000005243	-2.50174879954748	4.88326903998764	19.0238165299121	0.00101914535853673	0.0107869730264644	COPZ2
ENSG00000005249	-4.12075076347023	8.23145664358207	24.4446496340539	0.000384136330240813	0.00600744513928153	PRKAR2B
ENSG00000005302	-0.81652983410241	4.49931720794419	8.10638978240601	0.0152439867008317	0.0579056031922053	MSL3
ENSG00000005339	-0.250571719745796	6.74689998634017	0.741125597606164	0.406873313138651	0.552987173887047	CREBBP
ENSG00000005379	1.23278324077908	3.91970281033328	2.59958794223267	0.133948179278256	0.252332855821323	TSPOAP1
ENSG00000005381	-1.62245883372531	-1.64683659512732	3.15101528030131	0.102294887651824	0.208872829894406	MPO
ENSG00000005421	2.15730000234362	-2.74464658985227	3.4813982596907	0.0877332641382956	0.188037877584896	PON1
ENSG00000005436	-0.258809544077113	4.5664404471546	0.6814563954678	0.425861750099676	0.570546974784146	GCFC2
ENSG00000005448	1.86981065904976	3.71638162012636	13.8423395580699	0.00313140819758375	0.0211946530756251	WDR54
ENSG00000005469	0.0995325217521958	4.06230496509242	0.0235346159339774	0.880731137281697	0.925275925595091	CROT
ENSG00000005471	0.670468458986311	1.05441512886319	0.539202736260788	0.47745367763055	0.617418524028	ABCB4
ENSG00000005483	-0.359042039916043	6.47902006249875	0.536481842593203	0.478542144893818	0.618413801004728	KMT2E
ENSG00000005486	1.69926319524014	6.66018447801988	24.7631496848654	0.000364513985641308	0.00588290358680244	RHBDD2
ENSG00000005513	-1.82717836096836	0.627516480218693	4.53821409143304	0.0554671062909884	0.137019103111668	SOX8
ENSG00000005700	-0.0490418088833394	6.01146082705073	0.0205187766316464	0.888574271743016	0.930713583778164	IBTK
ENSG00000005801	1.13695743522656	4.53473934328111	8.65684387603109	0.0128160250753326	0.0517095659248694	ZNF195
ENSG00000005810	-2.96546374380972	7.08149029862576	38.4448425830241	5.5010004666288e-05	0.00193207776053818	MYCBP2
ENSG00000005812	-0.900541001002788	6.20348128543108	3.68294323378931	0.0800950504025448	0.176418909925081	FBXL3
ENSG00000005844	0.0334817929791003	3.7590152352172	0.0041963953274395	0.949460736922489	0.9696091550392	ITGAL
ENSG00000005882	-1.56228450228689	5.67528592182298	4.97458575079326	0.0464705487554632	0.121309020740559	PDK2
ENSG00000005884	0.892088530102012	6.41317126171053	1.97784820896998	0.186032245430598	0.317918666593277	ITGA3
ENSG00000005889	-0.344876313104392	5.7338746129095	0.666850232481852	0.430726223084645	0.575162338829545	ZFX
ENSG00000005893	0.178218230547741	7.70343695552177	0.371625294112693	0.553961071879119	0.682649895445137	LAMP2
ENSG00000005961	0.230860173707291	-0.275073459798175	0.144043428466413	0.711201937810705	0.805819941773104	ITGA2B
ENSG00000005981	-2.05134052465046	-1.97985172518897	4.95645543445808	0.0468075234131041	0.121905511657482	ASB4
ENSG00000006007	0.288176570282258	6.70299803172601	0.607788854903645	0.451351756657148	0.594041955889917	GDE1
ENSG00000006015	1.21643773068502	3.89276846005057	6.43998174581531	0.0267641703525469	0.0835430011320189	REX1BD
ENSG00000006016	-1.25579542057937	1.58011933984594	4.33463950350123	0.0603793662472933	0.145257264850554	CRLF1
ENSG00000006025	0.970681165890931	3.15127559981493	3.77592933771625	0.0768464836518401	0.171482789557017	OSBPL7
ENSG00000006042	0.275851989026091	5.71414747125334	0.192345890618213	0.669088297533936	0.774893819688349	TMEM98
ENSG00000006047	-0.348350803628207	2.93514318897063	0.166997891000295	0.690292733117524	0.79089378249911	YBX2
ENSG00000006059	3.65437207943447	-2.83679927159222	5.62711670645729	0.0360749809297498	0.102288654147334	KRT33A
ENSG00000006062	-1.09749503536188	3.54630539466998	7.8630524550063	0.0164893839577812	0.0608542157684495	MAP3K14
ENSG00000006071	2.69637516467096	2.3236318348947	4.97786912489444	0.04640983626247	0.121221550981362	ABCC8
ENSG00000006118	4.33283158082217	6.26169756141752	37.7170454262495	5.99683362028234e-05	0.00201730219403375	TMEM132A
ENSG00000006125	0.374642580952742	8.19838213323224	1.08407931397771	0.319159683450332	0.466936282444346	AP2B1
ENSG00000006128	-0.233324880236634	-1.47970137941201	0.0256105905722994	0.875628523964031	0.921979186398546	TAC1
ENSG00000006194	0.669659717354199	5.03481265397344	6.49456944720147	0.0262490159343899	0.0823403855592223	ZNF263
ENSG00000006210	-2.10672413475162	6.25366047568588	6.09546849333046	0.0303093381611637	0.0909111338040352	CX3CL1
ENSG00000006282	0.875332669861862	5.75315640577735	2.34195607779098	0.152934715820488	0.276958239849231	SPATA20
ENSG00000006283	-1.8875568334617	-0.205227760450603	7.65808582360304	0.0176331406560215	0.0636280506013036	CACNA1G
ENSG00000006327	2.57158938310117	5.39859087806136	6.21498776428893	0.029019204157291	0.0881413642674935	TNFRSF12A
ENSG00000006377	-0.0447507004261849	-2.65744680372195	0.00141788321084436	0.970607982201616	0.981577187645956	DLX6
ENSG00000006432	1.57918427047599	3.09234485020269	2.9193400062017	0.114315275666381	0.225358411007117	MAP3K9
ENSG00000006451	-0.0567968473670191	6.26384950760585	0.0376578007896562	0.849513826796225	0.903610038771882	RALA
ENSG00000006453	2.51165989702667	5.08269735882256	19.0823406471141	0.00100750899612503	0.0107142623351361	BAIAP2L1
ENSG00000006459	-1.73739417272019	4.93479222465112	16.4550577657594	0.00172893293369772	0.0148739967939026	KDM7A
ENSG00000006468	-1.79781198980895	3.42610306717984	9.5716910392118	0.00972022584929569	0.0435100405551348	ETV1
ENSG00000006530	0.191283072714799	4.65785962803831	0.472425107112968	0.505484963600778	0.64201549930802	AGK
ENSG00000006534	-0.500135800129287	3.75464445973963	0.886548664855937	0.365753102726446	0.514025206895434	ALDH3B1
ENSG00000006555	2.50107985074499	3.35307312080316	3.89971309098234	0.0727679419098378	0.165305711477466	TTC22
ENSG00000006576	0.57329826489726	4.99055246882946	1.49340932987393	0.246120431302354	0.387972998097213	PHTF2
ENSG00000006606	-1.94965948751443	-1.31306479502429	7.38110590344467	0.0193323731706309	0.0675703882730915	CCL26
ENSG00000006607	-0.312056732150034	4.5828090488732	1.04656226761978	0.327317074613214	0.475282207361325	FARP2
ENSG00000006611	1.7776570053461	-3.17398431860779	1.99543625597647	0.184232890648535	0.315726656943337	USH1C
ENSG00000006625	1.90275098310011	5.94562562908975	21.0869647405582	0.000689063366861099	0.0085568721569871	GGCT
ENSG00000006634	1.3284172326249	3.20429651445269	8.38429348810347	0.0139557702587293	0.0545543746477599	DBF4
ENSG00000006638	-0.184687138645717	1.50190342648613	0.0965558640762097	0.761556427032964	0.842465720862399	TBXA2R
ENSG00000006652	-0.773918453603021	4.76914000232177	2.01579287122215	0.182178296325952	0.313295978689548	IFRD1
ENSG00000006695	-0.243250828586649	3.76413637802001	0.571710571327307	0.464771456472841	0.606282276104833	COX10
ENSG00000006704	1.9294187936697	4.60303108622214	44.6723965634219	2.7599869859327e-05	0.00131232073513819	GTF2IRD1
ENSG00000006712	0.913406660261743	6.18973439861038	13.5531930720141	0.00335774666225922	0.0221210461562375	PAF1
ENSG00000006715	-0.0625959641920116	6.03167783269597	0.017635784574171	0.896644618084099	0.936174071286236	VPS41
ENSG00000006740	-0.133858442778615	2.78684563704573	0.0849190061425118	0.775922604082501	0.852918080555721	ARHGAP44
ENSG00000006744	-0.0944434179039859	5.87726020593565	0.122907817726272	0.732232971931142	0.821063956054307	ELAC2
ENSG00000006747	1.26125402562848	4.08139440515758	1.4665073906866	0.25017153021463	0.392181783195329	SCIN
ENSG00000006756	0.937576964765405	6.32841349469509	2.39578738751282	0.148699414898801	0.271598760265418	ARSD
ENSG00000006757	0.867975601227819	4.92547822850763	2.57715922615986	0.135478416033773	0.254440093918348	PNPLA4
ENSG00000006788	-0.450308414823738	-2.43816957512495	0.566818737032705	0.466642876031401	0.608017765065155	MYH13
ENSG00000006831	-0.158632244811406	7.4134202568975	0.108447800662474	0.747832122118042	0.832252294160714	ADIPOR2
ENSG00000006837	-0.0474793143717051	-0.315289632498405	0.0098474119451892	0.922659351248424	0.95271465690613	CDKL3
ENSG00000007001	-0.586567438760609	-2.24231174458611	0.525653893484526	0.482916743667329	0.622561994221529	UPP2
ENSG00000007038	0.0768441109539389	-0.187903001320819	0.00330146192962321	0.955165306332066	0.972478016212359	PRSS21
ENSG00000007047	1.51886756212497	5.53405853684687	16.7134693118668	0.00163564139272871	0.0143970215148513	MARK4
ENSG00000007062	1.18251649850872	5.90526279587121	0.330880203841132	0.576211293923695	0.701376584390578	PROM1
ENSG00000007080	1.60679636159774	5.70150939175854	10.0305743661491	0.00850511930107768	0.0400169504698659	CCDC124
ENSG00000007129	-1.82156680557145	0.331480075619753	5.18178522010982	0.0428196362285853	0.114677586918719	CEACAM21
ENSG00000007168	-0.952225082227883	7.04585911996485	10.5888301758245	0.00726089243625078	0.0363335953559313	PAFAH1B1
ENSG00000007171	-1.0090961908251	-0.676176905254401	1.38956997957433	0.262267857036355	0.406250643103864	NOS2
ENSG00000007174	-3.36334241396629	2.00550138226199	9.66748701900176	0.00945041463308006	0.0427403515278772	DNAH9
ENSG00000007202	-0.331752928173225	7.52572235390124	0.704170708054673	0.418470343879416	0.563974667634283	KIAA0100
ENSG00000007216	-2.87726221209057	1.8098159953718	2.29372303972561	0.156860486176165	0.282002146492087	SLC13A2
ENSG00000007237	-4.25412729430436	6.67078208554719	40.2689883631485	4.45563769948479e-05	0.00170290662686673	GAS7
ENSG00000007255	2.21331133575866	4.80930894162914	50.0100455953557	1.6219994184724e-05	0.000993290087217093	TRAPPC6A
ENSG00000007264	1.24813808156151	2.68443170874332	1.34631059750975	0.269421227931024	0.413908280141331	MATK
ENSG00000007306	3.54724351187399	-1.30965818453585	6.98749059058542	0.0220952273732134	0.0735466473886243	CEACAM7
ENSG00000007312	-1.85315363384883	1.98182157248276	7.24358820068465	0.0202481557434331	0.0696926530420168	CD79B
ENSG00000007314	-6.60300266332968	4.05206476212069	87.3153877794608	1.02346831375264e-06	0.000243319750553211	SCN4A
ENSG00000007341	-0.0442859436720742	3.33063940159138	0.0160369099303479	0.90141259951994	0.939446405459894	ST7L
ENSG00000007350	-4.48864297136921	-2.57660622341709	23.13444976371	0.000479104327919816	0.00679602924715389	TKTL1
ENSG00000007372	-0.582077774395975	1.23993550619334	1.17028667557555	0.301482218534833	0.44863965412421	PAX6
ENSG00000007376	2.3439010164658	4.63092481118195	38.7349824046168	5.31686944127625e-05	0.00189150499187849	RPUSD1
ENSG00000007384	1.15875446304163	5.30257097452993	13.9442004856122	0.00305599326107089	0.0208577437156491	RHBDF1
ENSG00000007392	1.11710428557021	5.07593034721301	16.1206743788488	0.00185912040694698	0.0155083508980311	LUC7L
ENSG00000007402	4.02012282503153	5.09231129460118	14.1570191629614	0.00290522972361158	0.0202852477265801	CACNA2D2
ENSG00000007516	2.52443126247124	3.95885295701393	11.0226988705512	0.00644085373341877	0.0336396511531008	BAIAP3
ENSG00000007520	1.20559697828156	5.30448937520739	12.0996488032667	0.00483562989715432	0.0279871135784505	TSR3
ENSG00000007541	1.97687216863351	5.94600559942514	36.2264473612947	7.1861243136121e-05	0.00224509353003595	PIGQ
ENSG00000007545	-0.0704281049717021	4.07158593793084	0.0722279889941344	0.792875502780332	0.865336812281011	CRAMP1
ENSG00000007866	0.839531469687095	4.7364042974088	6.50912429997521	0.0261136645039267	0.0820895990449225	TEAD3
ENSG00000007908	-3.13920731402912	3.41170827073201	8.15442313829965	0.015011545707822	0.0572690121317543	SELE
ENSG00000007923	-0.306164929431509	4.53446831853187	0.942271933224979	0.351647635468414	0.499683206146928	DNAJC11
ENSG00000007933	-3.28732715287751	2.25766255131707	40.7846593431304	4.20371693857318e-05	0.00165504619914366	FMO3
ENSG00000007944	-0.408833103476995	5.89402429366005	0.837046713556188	0.379007347260197	0.527407366335598	MYLIP
ENSG00000007952	1.72027550569067	0.209457757027868	9.82966535588713	0.00901357520219511	0.0414624459300975	NOX1
ENSG00000007968	2.01313580065882	2.16194692667209	8.57897083470271	0.0131300136088438	0.0524627644600296	E2F2
ENSG00000008018	0.287093016545972	7.25408126001753	0.86250362504414	0.372102265813658	0.520698880652142	PSMB1
ENSG00000008056	3.76282746895271	2.29511874953042	9.09497052874351	0.0112067341013312	0.0475261694641424	SYN1
ENSG00000008083	0.66086277560809	4.79267095033534	3.26682341310488	0.0968735204369655	0.201040607084436	JARID2
ENSG00000008086	-0.430443383708878	4.13962136651736	0.35616326493689	0.562197684553987	0.689603500054439	CDKL5
ENSG00000008118	5.25734499134799	1.02786577370541	10.0193556794005	0.00853260086071719	0.0401108691510018	CAMK1G
ENSG00000008128	0.665290593304501	2.06989140461468	2.44078720521045	0.145272427282186	0.26719276763382	CDK11A
ENSG00000008130	-0.672580963542946	5.9362126367647	4.56126572184881	0.0549419104679763	0.136124215174432	NADK
ENSG00000008196	0.319407742485567	3.83202571439567	0.0298397546163972	0.86585400266339	0.915323666512488	TFAP2B
ENSG00000008197	8.0840339195059	-1.90140946856966	6.8545098727856	0.0324365356729667	0.095090508004992	TFAP2D
ENSG00000008226	1.08948728669811	1.35022951559612	1.92102347048404	0.192003662609081	0.325134618040513	DLEC1
ENSG00000008256	-2.25979956133378	5.51441925063935	22.9436501279598	0.000495129041416425	0.00694388289791328	CYTH3
ENSG00000008277	-1.44701474532598	3.11641295515821	8.16698117192942	0.0149514712394263	0.0571444377078604	ADAM22
ENSG00000008282	-0.811301007616732	6.93364852669934	6.06017280878203	0.03070338190713	0.0917723788266187	SYPL1
ENSG00000008283	2.16983973969342	7.24845121788701	37.9927447788648	5.80306488868611e-05	0.0019927886023995	CYB561
ENSG00000008294	-1.20825922933077	6.71772666411459	7.8306751413386	0.0166640549758244	0.0612163452489738	SPAG9
ENSG00000008300	3.84333514321923	3.60098298228436	27.8146789452145	0.000225711652856989	0.00430361650011344	CELSR3
ENSG00000008311	-2.83101009264676	3.89290034436778	16.6658415400353	0.00165238143017178	0.0144901747845288	AASS
ENSG00000008323	-1.69965955545355	4.37370499566553	10.0539899973801	0.00844809660826433	0.0398512301704402	PLEKHG6
ENSG00000008324	1.27520763490865	4.15046540071079	8.01078737711864	0.0157194735006978	0.0589867934898701	SS18L2
ENSG00000008382	1.121690308848	3.95028384190553	12.2587096612826	0.0046409014105118	0.027223575636731	MPND
ENSG00000008394	-1.4220326048716	8.54646987690546	3.37551004234448	0.0921045261358755	0.194357293565718	MGST1
ENSG00000008405	-0.819539050377698	4.36516160040569	3.82753598896829	0.0751130236093252	0.168756884029129	CRY1
ENSG00000008441	-0.115294907446603	7.77927800946257	0.0376357055008391	0.849557383613232	0.903610038771882	NFIX
ENSG00000008513	0.550367496638213	6.72466980875232	1.23062520238212	0.289921306551184	0.436620325362948	ST3GAL1
ENSG00000008516	0.376938981538203	1.6492627980476	0.20549508048348	0.658747058392294	0.767410526703236	MMP25
ENSG00000008517	-0.49218137469769	4.56857907629452	0.994520278666534	0.339140120216459	0.48728727756578	IL32
ENSG00000008710	-0.803556533153214	5.99984396922486	3.65321960554308	0.0811687592897825	0.178011138321791	PKD1
ENSG00000008735	4.92743810795432	5.40550687954074	16.1995954636232	0.00182738123422692	0.0153375591624904	MAPK8IP2
ENSG00000008838	0.300590231215451	5.83226772858782	0.906358794568246	0.360643482958486	0.508694741066152	MED24
ENSG00000008853	-0.314525965027115	4.2285309704719	0.89202268363573	0.364330416686029	0.512491867358598	RHOBTB2
ENSG00000008869	-0.0427494613727698	5.61736283545206	0.0163287010431189	0.900524986406721	0.938837927513332	HEATR5B
ENSG00000008952	-0.456585424545912	7.74902885676186	2.3744539482681	0.150359852009588	0.273557567397871	SEC62
ENSG00000008988	-0.25114461563096	9.92686257863637	0.336338393934253	0.573125909828226	0.698882329872898	RPS20
ENSG00000009307	-1.11342353770386	9.61743442804948	14.4189606712314	0.00273153969953327	0.0195363954500897	CSDE1
ENSG00000009335	-0.368699055481326	6.43588319281776	2.564662399894	0.136340575592775	0.255632117352799	UBE3C
ENSG00000009413	-2.49638587070902	5.43853455321822	24.1882675500914	0.000400838177222077	0.00613368332157987	REV3L
ENSG00000009694	-5.57542552903969	2.04525070295415	43.3745557378431	3.16539441715257e-05	0.00142136277298599	TENM1
ENSG00000009724	-2.26101790219727	0.255226104481745	13.6522351590822	0.00327811035063556	0.0218252516076309	MASP2
ENSG00000009765	0.27270688388904	-2.98312044868108	0.0453427844156152	0.835098899586368	0.893806341382319	IYD
ENSG00000009780	-1.02964952635161	4.05335166528341	9.62587698499391	0.00956650599290081	0.0430528955559931	FAM76A
ENSG00000009790	-1.07438825458132	1.46736882480806	3.56776558704169	0.0843553299625049	0.182857957522363	TRAF3IP3
ENSG00000009830	0.0318432881520271	4.36614082120677	0.00734634896900812	0.933168846013537	0.959160246006432	POMT2
ENSG00000009844	0.155102812479152	5.47144288599795	0.369797551225072	0.554922188296675	0.683504038647026	VTA1
ENSG00000009950	-6.54880956419311	4.93434427820106	32.5199145540386	0.000115709667982255	0.00291895544004884	MLXIPL
ENSG00000009954	-0.322003012125323	6.6985310149141	1.49659964610565	0.245645894728942	0.387556721139112	BAZ1B
ENSG00000010017	0.847199836420488	6.24501444005672	3.70918826530201	0.0791614176604831	0.174990259423822	RANBP9
ENSG00000010030	1.96886705372425	1.47443707410085	8.94029795094399	0.0117458961347579	0.0488835687480037	ETV7
ENSG00000010072	0.656610389368355	3.69695964530831	2.74979031722177	0.124240302784244	0.238700869247061	SPRTN
ENSG00000010165	0.3965298857852	5.34052003865241	2.05410180635632	0.178391335139376	0.308895984405145	EEF1AKNMT
ENSG00000010219	1.30974611570303	4.18986737557865	5.76581209949772	0.0342401852049348	0.0985979279673719	DYRK4
ENSG00000010244	0.326909076356001	6.88850062395837	1.50317389400754	0.244671903697807	0.386575041148207	ZNF207
