entrezgene	hgnc_symbol	logFC_BC	PValue_BC	logFC_LC	PValue_LC	logFC_MUO	PValue_MUO	logFC_RA	PValue_RA	logFC_DCM	PValue_DCM	logFC_ICM	PValue_ICM
81887	LAS1L	0.994097401	0.006702209	-0.050401351	0.890905034	-0.108049666	0.102137754	-0.396138098852981	0.0130417709393613	0.00841056350423645	0.964803612497846	0.144047868	0.498841087
22875	ENPP4	-1.385012109	0.045725763	-1.030708775	0.005522045	-0.045689176	0.657908963	-1.59441819564242	0.000131892862184534	-0.652073894396018	0.0206191123913857	-1.124021635	0.000672422
6405	SEMA3F	1.678875565	0.001938955	-0.464961033	0.372696417	-0.046439034	0.415014589	-0.239884017640216	0.0165686147806446	-0.710133969134347	0.0217102339288478	-0.567493416	0.06010216
1080	CFTR	-3.27638822	0.015118093	-3.00270701	0.005160998	-0.006469726	0.722095099	0.0160893337911787	0.775982650290491	-0.895291845544982	0.182213325484454	-0.686227591	0.22031062
54467	ANKIB1	0.156158926	0.719795159	0.594455574	0.080838503	0.077078683	0.163341336	NA	NA	-0.0382830871521891	0.753792988660299	-0.111565023	0.441783136
1595	CYP51A1	1.552357724	0.056173564	-1.457544045	0.012225936	NA	NA	NA	NA	-0.476430635383997	0.054969578258769	-0.428843283	0.139406215
889	KRIT1	-0.241514271	0.433915973	0.269402118	0.375839754	-0.212646487	0.000275125	NA	NA	-0.182985252268845	0.314825963197485	-0.062228812	0.684911929
5893	RAD52	0.769808046	0.19025716	0.54994491	0.188352208	NA	NA	-0.115157419257046	0.158976449058335	0.859566556584936	0.00210953266520354	0.878923375	0.001680036
572	BAD	1.300126572	0.011579067	-0.236439281	0.678109901	0.011038645	0.882893931	0.00760965403119362	0.93226068522702	-0.065814738797	0.736922969976749	0.349897264	0.062635414
51056	LAP3	-0.759806842	0.077536121	-0.585468519	0.144480231	0.021153042	0.818482072	1.77208567830297	1.37757511007524e-07	NA	NA	NA	NA
4267	CD99	-1.572878029	0.005696975	-0.326129267	0.515192666	0.285086492	0.000209436	0.295909179763044	0.149626158041664	0.152848117053141	0.685200227358951	0.322981854	0.386028519
4267	CD99	-1.572878029	0.005696975	-0.326129267	0.515192666	0.185006276	0.086590454	0.295909179763044	0.149626158041664	0.152848117053141	0.685200227358951	0.322981854	0.386028519
9957	HS3ST1	-1.421587074	0.009531653	0.652635371	0.322788744	0.014133998	0.66251053	0.0110820162915481	0.901797982773879	-0.263835951390461	0.407792433316696	-0.30181115	0.477695991
26	AOC1	-0.545088826	0.526344993	5.816108901	0.002271389	-0.033403667	0.077766183	0.354165494587559	0.0310693496835328	0.654225929899494	0.341176533188229	1.265977132	0.055283196
51384	WNT16	-0.38281797	0.753646284	1.066275108	0.333085608	-0.003356934	0.926754423	-0.0716578581088871	0.265664137814542	NA	NA	NA	NA
23072	HECW1	0.485017195	0.548671404	3.329508988	0.002126349	0.019810266	0.326187599	0.0718539896020567	0.318856659623723	0.141768705720817	0.818767363817661	0.287936365	0.609364288
8379	MAD1L1	0.67880634	0.076775889	-0.43158666	0.233652341	0.056745258	0.219373697	0.22783010968031	0.150780287422525	0.490008014734272	0.0609774835018121	0.8087679	0.004296073
3927	LASP1	0.318800764	0.375169532	-0.430625991	0.309788139	0.138776506	0.097943237	1.48857333253838	4.66249378670492e-06	0.0514498412705865	0.741830503983159	-0.085963793	0.625165284
29916	SNX11	-0.36249839	0.250357305	-0.317641425	0.484425835	-0.300240654	0.00134473	0.351380374370055	0.000363790738320826	0.182813281912528	0.369873445639047	0.250410475	0.28122205
55365	TMEM176A	-0.647875688	0.381268298	1.619925391	0.060418552	0.471714566	0.001126844	1.76806594070227	0.00129175158343555	0.359189303661122	0.240287083822326	0.137513722	0.637241929
4074	M6PR	-0.245437115	0.564441376	-0.893917867	0.043933056	0.12838309	0.140259044	0.786600999931687	0.0285418351711839	-0.020769781238907	0.907069336966054	-0.515351514	0.002600424
90293	KLHL13	-2.323336775	0.037671036	0.61355714	0.468487419	0.000418529	0.98941001	NA	NA	0.26305697489842	0.271696233521183	0.319075991	0.188872097
56603	CYP26B1	-4.77308002	2.94e-07	0.282559115	0.667077036	0.005475724	0.960914129	-1.05040181244442	0.00371653997124217	1.17416487817416	0.0128947841698649	0.75449128	0.108070024
3382	ICA1	1.065002968	0.009717431	0.705220755	0.172992156	0.002441408	0.97571887	-0.105030056415869	0.161942253675828	-0.258656617316955	0.2976297690677	-0.116540732	0.619704263
79007	DBNDD1	3.630688735	0.00010456	1.36888683	0.025386406	0.213971817	0.00016887	0.0546575527598248	0.34477586819848	0.108577425248802	0.782395812877	0.18334213	0.611831997
57679	ALS2	-0.354283255	0.165742293	-0.097545042	0.779008262	-0.031406948	0.495683176	NA	NA	-0.0753979849303533	0.672147326818842	-0.170370596	0.395900816
843	CASP10	-2.46773046	0.002205917	-0.63617437	0.08489941	0.088134767	0.336859153	0.189961541475732	0.00303732268082626	-0.149673417945134	0.492038863143624	0.11414577	0.611555965
8837	CFLAR	-2.363410684	0.000189463	-0.900324803	0.03505172	-0.092093332	0.182310154	-0.0542535676817995	0.815036557786696	-0.0445643227967017	0.743198568395692	-0.072952531	0.642751168
8837	CFLAR	-2.363410684	0.000189463	-0.900324803	0.03505172	-0.074497769	0.204760091	-0.0542535676817995	0.815036557786696	-0.0445643227967017	0.743198568395692	-0.072952531	0.642751168
7035	TFPI	-0.584377024	0.628926993	-0.832408995	0.230928259	0.346470423	0.003989339	-2.37803936218436	4.32617106437551e-08	-0.329405340897002	0.166546076804155	-0.43478904	0.022151265
55471	NDUFAF7	0.217254447	0.510006464	0.560791253	0.122514479	-0.186157226	0.00153379	0.0186095199922311	0.903702945463945	-0.155811319025767	0.412371059919057	-0.263407189	0.119890788
10181	RBM5	-0.58674755	0.087859632	0.174565603	0.634722383	NA	NA	0.00204956317442839	0.984291788004556	0.234697454428013	0.114242499718482	0.269532078	0.070201825
9108	MTMR7	0.732407958	0.204190158	1.149642474	0.060127201	0.003758021	0.867399096	-0.0352899001942761	0.652628432238791	NA	NA	NA	NA
6542	SLC7A2	1.1365956	0.395404524	0.574336604	0.46835043	0.072509766	0.536742487	-0.0436270339377733	0.670103166434516	-0.0322267917905598	0.901719959512123	-0.360127322	0.240975417
381	ARF5	1.38651703	0.008408209	0.418803884	0.502131058	0.066005159	0.328054322	0.406750640227576	0.0850459441886495	0.29369054069271	0.0713772397490596	0.380481934	0.015688461
23098	SARM1	1.344847842	0.107326603	0.224807081	0.698651187	-0.032706123	0.40116325	0.0455047168132152	0.572829053952394	0.331231415977147	0.0721055389143379	0.455355989	0.016022927
26073	POLDIP2	0.807362225	0.006289921	0.170603619	0.709697395	-0.217075895	0.025414013	-0.0460896606330015	0.6806310563904	NA	NA	NA	NA
23129	PLXND1	-0.577290375	0.220240196	-0.963600261	0.034180703	0.308157786	0.001914147	0.56123586806018	0.00809103131579136	0.0813752348899081	0.591605338462175	0.201950238	0.248983061
204	AK2	0.441797723	0.15349802	0.643558272	0.217531293	NA	NA	-0.02777228324815	0.735861408155517	-0.201642407550074	0.195974575726541	-0.33186187	0.063649658
952	CD38	-2.753071585	0.002840031	-0.2409749	0.699900583	-0.348249164	0.062021119	1.16651117019961	9.76115530186042e-08	-0.0625750559643718	0.886753948998222	-0.816568111	0.060627417
2288	FKBP4	2.677692619	2.43e-05	0.811360705	0.085735204	NA	NA	-0.247684717297062	0.0989223555844544	0.0416322173729229	0.823828607806458	0.08694535	0.638346482
23028	KDM1A	0.824752306	0.044923657	0.725045608	0.111176233	-0.229300363	0.002682175	-0.306287418504232	0.0822674753329085	-0.180764312972409	0.209196722525155	-0.219342259	0.149489859
10180	RBM6	-0.429896421	0.261058535	0.289886104	0.431477564	-0.067068918	0.497510892	-0.00355351868035125	0.984652168955764	-0.101445390252899	0.606438135582598	-0.156538729	0.485575691
84254	CAMKK1	0.563292186	0.33146323	-0.195019638	0.664041536	0.117161343	0.013255401	NA	NA	0.0655607339393257	0.786212006271002	0.184583813	0.488683805
5965	RECQL	-1.231199679	0.01052549	0.286547058	0.58543059	0.05140904	0.396647499	0.802410097700812	0.000243868437064231	-0.137076885003527	0.56885264271927	-0.301658556	0.202105598
55610	VPS50	-0.049047122	0.907109819	0.097385846	0.753722932	-0.045968193	0.261344185	0.0548424953313003	0.493745349387692	0.057172674319547	0.769512932354291	-0.464178083	0.039368932
126393	HSPB6	-5.139159383	0.000747705	-2.793340533	0.000968351	-0.035923541	0.664693733	-0.744231464819911	0.0180812208122728	0.529331809327598	0.189362352372657	1.134012909	0.007415018
115703	ARHGAP33	1.517393515	0.020914521	2.041190721	0.010341318	0.001813618	0.974552921	-0.00791922235436671	0.931125706801085	0.60833472776411	0.0635233356787723	0.751104	0.015877153
4706	NDUFAB1	0.957197388	0.010097406	0.75179989	0.142237992	-0.360909599	0.003033929	0.465444566002008	0.00430332421361475	-0.257538713051937	0.246354731806797	-0.193496042	0.513199417
5166	PDK4	-4.829399456	0.000196811	-3.984411126	8.48e-05	-0.217982691	0.017535493	-2.86665606823047	0.0024607356210455	-0.494488382661683	0.422511083943436	0.050874549	0.922886441
85413	SLC22A16	1.181845975	0.24890917	1.092816808	0.355094518	0.02280099	0.199943034	NA	NA	NA	NA	NA	NA
51364	ZMYND10	3.529843825	0.006965676	0.436119191	0.763252962	0.010480609	0.698490248	0.0413534029423239	0.607831209316926	0.156670929298959	0.809249960507915	0.910979727	0.178616934
340273	ABCB5	-5.939854322	0.000214196	-0.694300352	0.553165608	-0.021004814	0.588165772	NA	NA	NA	NA	NA	NA
170302	ARX	4.874820809	0.023990023	-0.542001019	0.67273464	-0.019853863	0.584382232	NA	NA	NA	NA	NA	NA
10165	SLC25A13	0.164105246	0.514269099	0.606341899	0.125584011	0.103934152	0.074170149	0.0879742402836508	0.537637042979232	-0.256931843199186	0.224057556408989	0.136002502	0.519252435
7982	ST7	-0.370531985	0.281441643	-1.484028749	0.000251542	NA	NA	-0.266215152854292	0.0028807303963359	-0.105707162052919	0.475392227734642	-0.204909089	0.21937636
996	CDC27	-0.25356885	0.473741046	0.060669777	0.84056019	-0.062656949	0.104015213	-0.151512382166192	0.0878852761104388	-0.268920146748847	0.0481992278255922	-0.341021334	0.022870479
6521	SLC4A1	-4.337365457	0.002115408	-4.47737494	0.00031788	0.00755964	0.863921269	-0.0918701915396518	0.38499967349525	NA	NA	NA	NA
799	CALCR	-2.143159392	0.101871776	-1.271875446	0.175245419	0.020908899	0.323213636	-0.109592327076594	0.0618903800805039	NA	NA	NA	NA
3052	HCCS	0.102599359	0.770569299	-0.355543867	0.337105041	-0.057669503	0.554251742	0.373058666218902	0.0266236030426999	0.140828862540101	0.527119938685637	-0.083863283	0.728117386
1856	DVL2	0.086255406	0.775037562	0.002623687	0.994571014	-0.117762973	0.015085971	-0.0154240190528325	0.809182137462377	0.052981151986505	0.777318665875735	0.200299405	0.390259798
64063	PRSS22	3.854012887	0.002871692	1.070844618	0.202230602	0.091177803	0.006642517	0.00972738611663981	0.893692122419737	NA	NA	NA	NA
5976	UPF1	0.584820153	0.073587441	-0.356669917	0.465176491	-0.172834122	0.092240983	-0.30103580493021	0.00234280772569844	0.181030969941037	0.262385574780863	0.062425063	0.713628379
8935	SKAP2	-2.755652988	0.000420448	-0.278161977	0.477503837	0.016252789	0.622427677	1.26592164338859	5.95460980253866e-06	-0.0326521234187167	0.917521263146492	-0.125221389	0.715902861
292	SLC25A5	0.487514183	0.080547471	0.007711406	0.98843539	-0.166695731	0.002690493	0.17610976042349	0.396731831600792	-0.161819969814695	0.662587096016261	-0.832983312	0.019085733
55013	MCUB	-0.568941687	0.416593935	0.830176687	0.163335422	NA	NA	1.09430873470777	2.03701809280773e-05	0.278360580495975	0.475810725526494	0.093984418	0.775181564
3207	HOXA11	3.757722427	0.05290611	5.987265435	0.00307188	0.039271765	0.206541353	-0.155328269328714	0.0472226590176649	NA	NA	NA	NA
5439	POLR2J	1.597425139	0.003467205	0.684530956	0.263402393	0.223597933	0.001729505	-0.219585593793953	0.328704512556935	0.151652311493573	0.614734364117417	0.717198543	0.016756968
56919	DHX33	0.584879306	0.128752722	0.490247825	0.221087668	-0.020856586	0.715040329	NA	NA	-0.173896369581668	0.345156293852211	-0.132066478	0.507050785
4222	MEOX1	-5.960292311	3.77e-05	0.411181328	0.647644586	-0.096383229	0.308998005	0.445180457972488	0.290887819421286	0.157993216790303	0.514635474714746	0.566248226	0.036892132
221981	THSD7A	-3.883852424	6.49e-05	-0.987980377	0.041570302	0.248064316	0.038468098	-0.548441563664189	0.000132975471752555	-0.505685402215717	0.289333853317402	-0.882834216	0.07282208
3980	LIG3	1.50546046	0.005141002	0.560776464	0.104674666	0.052873883	0.215256385	0.0203157397231966	0.729701306377625	-0.135611581004587	0.492629507054358	-0.31550033	0.146385486
3980	LIG3	1.50546046	0.005141002	0.560776464	0.104674666	0.030142648	0.775121429	0.0203157397231966	0.729701306377625	-0.135611581004587	0.492629507054358	-0.31550033	0.146385486
79657	RPAP3	0.535947693	0.109990888	0.374147266	0.254587952	0.114292691	0.100494675	0.469656022049868	0.0179841526631219	-0.354904997159712	0.298368366744836	-0.860922446	0.009208212
6296	ACSM3	-0.90311112	0.289103061	-0.718633739	0.170931969	0.024527411	0.224705801	0.103435545205719	0.132203608900835	0.486335634199886	0.135086704253053	1.02437052	0.001168474
81691	REXO5	0.640294458	0.157222987	1.837902198	0.009806952	NA	NA	0.0150192107195086	0.758310738944277	0.26773293924808	0.411829655952779	0.008569207	0.978928671
57019	CIAPIN1	0.130360869	0.646766314	0.082436163	0.862231403	-0.175240654	0.087073187	-0.107378603750803	0.352474224475467	-0.0502091202913973	0.72501520947105	0.064995246	0.629873236
56928	SPPL2B	1.00198352	0.011580991	0.990144509	0.134511476	-0.054495678	0.659100648	0.0358034997705294	0.545884532879323	NA	NA	NA	NA
80256	FAM214B	-0.958388805	0.043266067	-0.573700618	0.130031042	-0.04084124	0.559198111	0.370571303218904	0.00489344429827351	0.290942142568238	0.0622191362162541	0.132685005	0.411589958
51226	COPZ2	-2.5017488	0.001019145	-0.82130529	0.138692611	0.018720354	0.480572265	0.544680274814573	0.135622227586003	0.395324958327633	0.0285346690079137	0.426117061	0.042717357
51226	COPZ2	-2.5017488	0.001019145	-0.82130529	0.138692611	-0.073120117	0.4914035	0.544680274814573	0.135622227586003	0.395324958327633	0.0285346690079137	0.426117061	0.042717357
5577	PRKAR2B	-4.120750763	0.000384136	-0.745836915	0.162671092	-0.506208139	5.63e-05	-0.313295465926169	0.556123267672935	-0.264206234319843	0.297272668936521	-0.455195986	0.074888277
10943	MSL3	-0.816529834	0.015243987	-0.165038816	0.575565571	0.334324427	0.000356892	0.70416971338889	4.66454103552254e-06	-0.146046473481226	0.474134094878788	-0.486597468	0.019747809
1387	CREBBP	-0.25057172	0.406873313	-0.272897387	0.40892436	0.009730749	0.885018203	-0.21900021466827	0.0305982719023164	-0.0834117695709554	0.499235906724715	-0.125964984	0.356674778
9256	TSPOAP1	1.232783241	0.133948179	0.078772693	0.916153351	NA	NA	-0.150671556637744	0.0836768624787855	0.37221180326937	0.241874356176638	0.533547692	0.091540426
4353	MPO	-1.622458834	0.102294888	-0.699224062	0.40382281	-0.09136091	0.009776241	0.03126416676698	0.586771917541291	0.373045064167707	0.551748214020224	0.297056132	0.63926582
5444	PON1	2.157300002	0.087733264	0.983585518	0.364190817	-0.01335798	0.477753966	-0.0678042399083769	0.333672901121298	0.42534712339182	0.54075850309423	-0.037254339	0.960284958
6936	GCFC2	-0.258809544	0.42586175	0.255221104	0.455607543	-0.29347447	0.000265091	-0.313883726763421	0.00509204140451019	-0.0176752902539988	0.928941784740671	0.205422852	0.248986954
84058	WDR54	1.869810659	0.003131408	0.973897883	0.17073986	0.086233954	0.003408621	NA	NA	0.771110900737367	0.0277587796085909	0.715934083	0.059898047
54677	CROT	0.099532522	0.880731137	-0.118465089	0.80503148	0.091448102	0.084440471	0.331289239297388	0.0771047238688969	-0.0331816206767503	0.881012964335504	-0.040749074	0.873149193
5244	ABCB4	0.670468459	0.477453678	1.551337724	0.042166049	-0.006748745	0.803063952	0.0857305107886313	0.311893805168574	-0.24709750756442	0.306761595587895	-0.015573056	0.949688158
55904	KMT2E	-0.35904204	0.478542145	-0.307035553	0.348901895	-0.00931222	0.900921322	NA	NA	0.0698486272591281	0.606758958499885	0.076528941	0.651537689
57414	RHBDD2	1.699263195	0.000364514	-1.160531373	0.029998424	0.058872767	0.466244936	NA	NA	0.453846528341065	0.00671536260001852	0.619726483	0.000449088
30812	SOX8	-1.827178361	0.055467106	-0.006453312	0.992286335	0.011143277	0.860556271	NA	NA	0.339165849597849	0.393464774927565	0.791843701	0.029793874
25998	IBTK	-0.049041809	0.888574272	0.037708492	0.902651242	-0.251848493	1.24e-05	0.25193839620383	0.0970939231432046	-0.405354721190806	0.0195291294750529	-0.228258749	0.146468579
7748	ZNF195	1.136957435	0.012816025	0.708846765	0.048120211	0.023995537	0.430480542	0.185174120279906	0.124343182318425	-2.3919155302798	0.00364541661841906	-2.32076525	0.00333742
23077	MYCBP2	-2.965463744	5.5e-05	-0.11604012	0.795386685	-0.214599608	0.0161435	-0.817482451810422	0.00136077939678259	-0.408671435558645	0.0108938543006015	-0.383802178	0.007219197
26224	FBXL3	-0.900541001	0.08009505	-0.96848807	0.014188036	-0.054670062	0.375807869	NA	NA	-0.229867189555765	0.418754034337291	-0.937625382	0.002127742
3683	ITGAL	0.033481793	0.949460737	-1.867673882	0.000113644	0.632132396	5.32e-05	1.27324612120086	5.50481794568435e-11	0.794596001011675	0.0426829387265547	0.055890863	0.856241
5164	PDK2	-1.562284502	0.046470549	-0.924758932	0.048235625	-0.580845424	8.31e-10	-0.17458780877345	0.0936485152071207	0.0674585008167746	0.769377216439733	-0.039203345	0.847373312
3675	ITGA3	0.89208853	0.186032245	-0.996848825	0.024545575	0.666503908	0.000720139	-0.182941256168951	0.196143308209104	-0.338232067014471	0.238821567567539	-0.50476927	0.094050736
7543	ZFX	-0.344876313	0.430726223	-0.092584044	0.791546278	-0.004961287	0.927220803	-0.145425256269665	0.212690207417109	-0.175514699069645	0.343809455166761	-0.19979663	0.254548932
3920	LAMP2	0.178218231	0.553961072	0.204322571	0.711791689	NA	NA	1.01562920593371	2.2039792697074e-05	-0.345634416527158	0.102383881826901	-0.410015926	0.078651694
3674	ITGA2B	0.230860174	0.711201938	-1.89708879	0.005572649	-0.043282647	0.08865685	0.0279301764002375	0.544981985156498	-0.118227965778697	0.828373835072809	0.965341752	0.067480057
51666	ASB4	-2.051340525	0.046807523	0.171649877	0.839107057	-0.033857075	0.090705376	-0.0650746654704424	0.263302113896464	-0.661239623520578	0.15231008193662	-0.432742388	0.35087914
51573	GDE1	0.28817657	0.451351757	-0.578283907	0.108289035	-0.12210519	0.359694051	0.67934106937376	0.0761205354418793	-0.0378033425556283	0.807986348952291	-0.064115422	0.700346736
55049	REX1BD	1.216437731	0.02676417	0.389223432	0.483226124	NA	NA	0.350791594947979	0.00419201636650501	0.287033656626347	0.258092604437455	0.688288713	0.004919222
9244	CRLF1	-1.255795421	0.060379366	1.746464529	0.09389594	0.152195521	0.035763189	-3.41763310393774	1.34009908107312e-05	1.46148976340725	0.00309332847537405	0.247757351	0.593953053
114881		0.970681166	0.076846484	0.281378968	0.560391263	NA	NA	-0.03671681458284	0.527179535490439	0.52415498007167	0.00948800633010818	0.778990314	0.003737579
26022	TMEM98	0.275851989	0.669088298	-0.899584046	0.092949372	0.274030414	0.009539064	NA	NA	-0.0102227452460782	0.96289665403906	0.277542759	0.306910731
51087	YBX2	-0.348350804	0.690292733	4.434105771	5.57e-05	-0.329049246	0.013596441	-0.056330835046059	0.717415204191081	1.00629274742551	0.0628833684475275	1.532931229	0.012089649
3883	KRT33A	3.654372079	0.036074981	0	1	0.007751467	0.785258623	NA	NA	NA	NA	NA	NA
9020	MAP3K14	-1.097495035	0.016489384	-0.492989968	0.309314546	0.154872347	0.002555897	-0.0747967464005601	0.512908445564418	NA	NA	NA	NA
6833	ABCC8	2.696375165	0.046409836	1.255168867	0.32752564	-0.008248464	0.824331198	-0.170807015431355	0.0436682365439216	0.784853090616696	0.0570086108271896	0.12975762	0.707490867
54972	TMEM132A	4.332831581	6e-05	1.673637579	0.017709352	0.001761299	0.964151558	0.140070330130428	0.0438236996093952	0.426260854650554	0.158667997881797	0.139478508	0.619781078
163	AP2B1	0.374642581	0.319159683	-0.449312715	0.224679868	0.051060267	0.326155639	NA	NA	0.000839901397853903	0.996554597780728	-0.266307771	0.160248322
6863	TAC1	-0.23332488	0.875628524	-1.97426711	0.155852758	-0.001761298	0.917000531	0.751880648697634	0.403862005919337	NA	NA	NA	NA
10127	ZNF263	0.669659717	0.026249016	0.038789321	0.910614879	0.065987723	0.184979394	-0.415658392659293	0.00602860682583087	-0.0824197365391389	0.658769462190995	-0.1786887	0.398865818
6376	CX3CL1	-2.106724135	0.030309338	-2.232716991	0.000872033	-0.105242047	0.453774796	-1.48316572296137	0.000213423795468719	-0.623375513631033	0.0402254228412259	-0.346070276	0.286880917
64847	SPATA20	0.87533267	0.152934716	-0.006283619	0.989149722	0.025163924	0.86380701	0.521555315097236	0.0381526777796198	0.28285322773284	0.104769158552921	0.458771209	0.007870096
8913	CACNA1G	-1.887556833	0.017633141	-0.005333706	0.994349098	0.008501326	0.703530162	-0.00551257370925207	0.916808605920722	0.323033973765179	0.423201857966707	0.276536788	0.523538417
51330	TNFRSF12A	2.571589383	0.029019204	0.53569684	0.521100641	0.625941686	0.003740214	-0.0881822029205237	0.820442724894792	0.419890488680677	0.456915689814843	0.63253645	0.237468297
1750	DLX6	-0.0447507	0.970607982	6.502303246	0.000818952	-0.017482212	0.606535306	-0.0584425949787195	0.330201533986518	NA	NA	NA	NA
4293	MAP3K9	1.57918427	0.114315276	0.417047301	0.441383444	-0.013497491	0.632893089	-0.0143650474840853	0.789289480439848	0.0970353629502683	0.784770424372947	0.937597832	0.011294296
5898	RALA	-0.056796847	0.849513827	-0.388137473	0.38622456	-0.083356582	0.407763995	0.798970083064154	0.00554062093095496	-0.218353257254052	0.135453687927757	0.266329092	0.136486622
55971	BAIAP2L1	2.511659897	0.001007509	0.621680331	0.138808413	0.061767581	0.192738395	NA	NA	0.273208777066529	0.288129606279368	0.223974577	0.447239706
80853	KDM7A	-1.737394173	0.001728933	0.272851401	0.41970872	0.096958707	0.110256417	-0.959160405515925	0.00507261258801742	-0.193833915415698	0.287639885706966	-0.319844751	0.082739414
2115	ETV1	-1.79781199	0.009720226	-1.321849161	0.029023771	-0.025469099	0.673568291	-0.0759338548133948	0.229821330812441	0.297604896549078	0.16116466220488	0.107212752	0.59982766
55750	AGK	0.191283073	0.505484964	0.535479622	0.077589433	-0.142351424	0.016181199	0.0277041805895832	0.727440242122659	-0.144484433877182	0.45260147645183	-0.198465529	0.319511715
221	ALDH3B1	-0.5001358	0.365753103	-1.014225124	0.140693656	0.137520927	0.113800111	0.0471610134306673	0.663655144460229	NA	NA	NA	NA
55001	TTC22	2.501079851	0.072767942	0.147292511	0.833539398	-0.004952566	0.836123613	-0.0629258942330644	0.164369452753038	-0.924721186049297	0.166548826293704	-0.054875247	0.923729274
57157	PHTF2	0.573298265	0.246120431	0.861934663	0.036350217	0.262137277	0.000985181	0.400163884089089	0.000782836407521535	-0.670306260502004	0.00343831976900382	-0.586490036	0.012291716
10344	CCL26	-1.949659488	0.019332373	3.320924798	0.007400378	-0.005074638	0.746170485	NA	NA	-0.142060101471056	0.850941299945785	-0.265101816	0.712635949
9855	FARP2	-0.312056732	0.327317075	0.10844682	0.747206274	-0.211199079	0.001490044	0.0560359153629402	0.436209656137193	0.100817623120642	0.557315299192823	-0.186459075	0.323752928
10083	USH1C	1.777657005	0.184232891	5.002915757	0.00211665	-0.060433524	0.002978883	-0.0155902362188489	0.768332132772186	-1.46692354997072	0.0490763154916649	-0.370896875	0.612751986
79017	GGCT	1.902750983	0.000689063	1.003461749	0.021594552	-0.42781285	0.000292893	-0.143133662323906	0.399082066914321	-0.223663977437751	0.364875845511883	-0.085555863	0.742771581
10926	DBF4	1.328417233	0.01395577	1.728910415	0.001350567	-0.073320661	0.033020351	-0.00919181343773712	0.946804056523858	0.145402317651099	0.71556148328314	-0.290014595	0.481782746
6915	TBXA2R	-0.184687139	0.761556427	-1.070218512	0.077645559	0.108564105	0.026493553	0.11400284502222	0.316888574396377	-0.0326537805560677	0.923421472360388	0.210366219	0.537427529
3475	IFRD1	-0.773918454	0.182178296	0.799426923	0.05676129	NA	NA	-2.52351542829542	2.26066774129789e-09	-0.422457131486122	0.238225513354584	-0.14854476	0.664758516
1352	COX10	-0.243250829	0.464771456	0.170205063	0.67417779	-0.231968472	0.007551976	0.071129066698604	0.573260672584256	0.137890333953856	0.533184328734057	-0.202722801	0.34046885
1352	COX10	-0.243250829	0.464771456	0.170205063	0.67417779	-0.022521972	0.420757915	0.071129066698604	0.573260672584256	0.137890333953856	0.533184328734057	-0.202722801	0.34046885
9569	GTF2IRD1	1.929418794	2.76e-05	0.210028713	0.597960478	-0.122872489	0.234197764	-1.62253711937045	1.54615904743795e-06	-0.0838727844561437	0.747888878331604	0.083330409	0.752026057
54623	PAF1	0.91340666	0.003357747	-0.487430165	0.271472461	0.102050782	0.04910491	-0.802159291916724	6.9898389191824e-06	0.00347572767897857	0.977114652232256	0.291804553	0.098683695
