ensembl_gene_id	logFC_DCM	PValue_DCM	hgnc_symbol	entrezgene
ENSG00000006432	0.0970353629502683	0.784770424372947	MAP3K9	4293
ENSG00000006451	-0.218353257254052	0.135453687927757	RALA	5898
ENSG00000006453	0.273208777066529	0.288129606279368	BAIAP2L1	55971
ENSG00000006459	-0.193833915415698	0.287639885706966	KDM7A	80853
ENSG00000006468	0.297604896549078	0.16116466220488	ETV1	2115
ENSG00000006530	-0.144484433877182	0.45260147645183	AGK	55750
ENSG00000006555	-0.924721186049297	0.166548826293704	TTC22	55001
ENSG00000006576	-0.670306260502004	0.00343831976900382	PHTF2	57157
ENSG00000006606	-0.142060101471056	0.850941299945785	CCL26	10344
ENSG00000006607	0.100817623120642	0.557315299192823	FARP2	9855
ENSG00000006611	-1.46692354997072	0.0490763154916649	USH1C	10083
ENSG00000006625	-0.223663977437751	0.364875845511883	GGCT	79017
ENSG00000006634	0.145402317651099	0.71556148328314	DBF4	10926
ENSG00000006638	-0.0326537805560677	0.923421472360388	TBXA2R	6915
ENSG00000006652	-0.422457131486122	0.238225513354584	IFRD1	3475
ENSG00000006695	0.137890333953856	0.533184328734057	COX10	1352
ENSG00000006704	-0.0838727844561437	0.747888878331604	GTF2IRD1	9569
ENSG00000006712	0.00347572767897857	0.977114652232256	PAF1	54623
ENSG00000006715	0.264115155337022	0.147363010442792	VPS41	27072
ENSG00000006740	-0.253832745050767	0.208417160065923	ARHGAP44	9912
ENSG00000006744	-0.0323175448140442	0.820828090691053	ELAC2	60528
ENSG00000006756	0.213125401254106	0.313161172660906	ARSD	414
ENSG00000006757	-0.207174420314159	0.31850965151783	PNPLA4	8228
ENSG00000006788	-0.14367771876771	0.703316871801863	MYH13	8735
ENSG00000006831	-0.0518830215197986	0.684818093044864	ADIPOR2	79602
ENSG00000006837	0.257789576857186	0.24643628214306	CDKL3	51265
ENSG00000007047	-0.0180174528567567	0.936958760510624	MARK4	57787
ENSG00000007062	0.23793752245743	0.436242623501297	PROM1	8842
ENSG00000007080	0.112625140743961	0.591939840665318	CCDC124	115098
ENSG00000007129	0.589378085779725	0.371741423471619	CEACAM21	90273
ENSG00000007168	-0.103189346332615	0.575713946584224	PAFAH1B1	5048
ENSG00000007171	-0.547659252113984	0.376353760292153	NOS2	4843
ENSG00000007174	-0.284704921786352	0.572555943486795	DNAH9	1770
ENSG00000007202	-0.133645484077228	0.432609779416577	KIAA0100	9703
ENSG00000007237	0.301412601087171	0.105171773879814	GAS7	8522
ENSG00000007255	0.274303517344096	0.317796993946573	TRAPPC6A	79090
ENSG00000007264	-0.242980717699843	0.700702095183014	MATK	4145
ENSG00000007312	0.15099210243075	0.57764577982154	CD79B	974
ENSG00000007314	1.40009153788487	0.00240024417656476	SCN4A	6329
ENSG00000007341	-0.0436468179226908	0.784469618532784	ST7L	54879
ENSG00000007350	-0.506686785797314	0.0770986404645083	TKTL1	8277
ENSG00000007372	0.319169024904981	0.541098363654086	PAX6	5080
ENSG00000007376	0.28099856572582	0.230773448674601	RPUSD1	113000
ENSG00000007384	0.435417351969909	0.141151936287173	RHBDF1	64285
ENSG00000007392	-0.241341704908902	0.476877908517197	LUC7L	55692
ENSG00000007402	0.0172615017967791	0.945233236974798	CACNA2D2	9254
ENSG00000007516	0.486685641907308	0.126716188275145	BAIAP3	8938
ENSG00000007520	0.142776921513838	0.460865186532016	TSR3	115939
ENSG00000007541	0.397443986704687	0.0758476084598497	PIGQ	9091
ENSG00000007545	0.0367397982355396	0.846568535462142	CRAMP1	57585
ENSG00000007866	0.305444400900635	0.129301610603193	TEAD3	7005
ENSG00000007908	-2.01930060675644	0.00420597366845378	SELE	6401
ENSG00000007923	-0.0697484731972704	0.617848341162015	DNAJC11	55735
ENSG00000007933	0.271080708554374	0.551491279560915	FMO3	2328
ENSG00000007944	0.213334097794038	0.197247521442616	MYLIP	29116
ENSG00000007968	0.173883681324307	0.777537262679009	E2F2	1870
ENSG00000008018	-0.0150191793379559	0.916780575343499	PSMB1	5689
ENSG00000008056	0.119229449987527	0.582686615108672	SYN1	6853
ENSG00000008083	-0.510035519585041	0.114613376724676	JARID2	3720
ENSG00000008086	-0.0969475011240761	0.75588550114918	CDKL5	6792
ENSG00000008128	-0.168747288245065	0.466709372824107	CDK11A	728642
ENSG00000008130	0.041565152916985	0.833647458364444	NADK	65220
ENSG00000008196	-0.536381107355114	0.395060317937208	TFAP2B	7021
ENSG00000008226	0.53697429270912	0.24650598055484	DLEC1	9940
ENSG00000008256	-0.102597713760379	0.51495281617303	CYTH3	9265
ENSG00000008277	-0.214549344094481	0.4567176944792	ADAM22	53616
ENSG00000008282	-0.32168935891093	0.258374573224061	SYPL1	6856
ENSG00000008283	-0.0402952845621665	0.85078140645991	CYB561	1534
ENSG00000008294	-0.183973226731444	0.207997168364628	SPAG9	9043
ENSG00000008300	0.0390671600686291	0.919852241755232	CELSR3	1951
ENSG00000008311	-0.767711655042384	0.000466633071451562	AASS	10157
ENSG00000008323	-1.30794545695188	0.0955214018827187	PLEKHG6	55200
ENSG00000008324	0.0564868881119215	0.820882515625011	SS18L2	51188
ENSG00000008382	0.217472473426944	0.323839958237193	MPND	84954
ENSG00000008394	-0.541412799941898	0.248339258722533	MGST1	4257
ENSG00000008405	-0.0101164934148467	0.971964743301224	CRY1	1407
ENSG00000008441	0.0473866538127459	0.733247017852791	NFIX	4784
ENSG00000008513	-0.111134379527699	0.469318174280306	ST3GAL1	6482
ENSG00000008516	-1.23177429619881	0.0322484945643916	MMP25	64386
ENSG00000008517	-0.715061075904642	0.0277254479505694	IL32	9235
ENSG00000008710	0.391557734667615	0.0282053101185457	PKD1	5310
ENSG00000008735	0.248824429350058	0.615954736464478	MAPK8IP2	23542
ENSG00000008838	0.226856401714618	0.110234260570235	MED24	9862
ENSG00000008853	0.0439007360749601	0.780908779940333	RHOBTB2	23221
ENSG00000008869	-0.126409127667837	0.44036835459665	HEATR5B	54497
ENSG00000008952	-0.021038985643966	0.875346404151399	SEC62	7095
ENSG00000008988	-0.222964683683561	0.368333098950335	RPS20	6224
ENSG00000009307	-0.200638794968255	0.302750273357586	CSDE1	7812
ENSG00000009335	-0.310754490041464	0.177882098939953	UBE3C	9690
ENSG00000009413	0.168528827131336	0.256020277454371	REV3L	5980
ENSG00000009694	0.571266559976959	0.0906029842266511	TENM1	10178
ENSG00000009709	-0.178695002070137	0.760365274520358	PAX7	5081
ENSG00000009765	-0.687692791755506	0.244327740859783	IYD	389434
ENSG00000009780	-0.53785918737224	0.0719479261298773	FAM76A	199870
ENSG00000009790	0.581204259833671	0.249476066011608	TRAF3IP3	80342
ENSG00000009830	0.175576539282422	0.350787109500048	POMT2	29954
ENSG00000009844	-0.151693915634955	0.562281232601215	VTA1	51534
ENSG00000009950	0.325172409871808	0.41527204261328	MLXIPL	51085
ENSG00000009954	-0.147666765995198	0.234467026077522	BAZ1B	9031
ENSG00000010017	0.00631004428982597	0.975280331315357	RANBP9	10048
ENSG00000010030	-1.53976664213269	0.051289052990372	ETV7	51513
ENSG00000010072	-0.449455767907967	0.0209164444066185	SPRTN	83932
ENSG00000010165	-0.103526656436088	0.60049569192665	EEF1AKNMT	51603
ENSG00000010219	0.228008594341562	0.162150724653816	DYRK4	8798
ENSG00000010244	-0.176602453118879	0.333924828418783	ZNF207	7756
ENSG00000010256	-0.014031942222774	0.928558031094932	UQCRC1	7384
ENSG00000010270	-0.287116539194416	0.175007350282299	STARD3NL	83930
ENSG00000010278	-0.0232130935358974	0.948173741260479	CD9	928
ENSG00000010282	0.0427667647333869	0.873526518855063	HHATL	57467
ENSG00000010292	0.30777435737116	0.0706405251164939	NCAPD2	9918
ENSG00000010295	0.145151892124002	0.356856978071077	IFFO1	25900
ENSG00000010310	0.253563010561388	0.473951816425904	GIPR	2696
ENSG00000010318	-0.230785169382468	0.439806172604242	PHF7	51533
ENSG00000010319	-0.0646053892084765	0.710095359809685	SEMA3G	56920
ENSG00000010322	0.260914577396112	0.139220023825297	NISCH	11188
ENSG00000010327	-0.118696304553474	0.791561781849466	STAB1	23166
ENSG00000010361	-0.665557833554609	0.143127883061647	FUZ	80199
ENSG00000010379	0.434437937815372	0.285787353364578	SLC6A13	6540
ENSG00000010404	0.100076740769962	0.389287684190293	IDS	3423
ENSG00000010539	0.332089937325263	0.0815941865762595	ZNF200	7752
ENSG00000010610	0.706091641273536	0.0521236187668445	CD4	920
ENSG00000010626	0.370872715783136	0.0340988967808935	LRRC23	10233
ENSG00000010671	0.0681059468356701	0.896046865176085	BTK	695
ENSG00000010704	0.0101465052719524	0.973532113863434	HFE	3077
ENSG00000010803	-0.0372401630246278	0.785409885121865	SCMH1	22955
ENSG00000010810	0.0848125507761449	0.644801077654936	FYN	2534
ENSG00000010818	-0.665470467940868	0.0186684610338616	HIVEP2	3097
ENSG00000010932	0.326128814803875	0.633117823962215	FMO1	2326
ENSG00000011007	-0.212471640808033	0.183910351670794	ELOA	6924
ENSG00000011009	0.322735738118516	0.119710049691826	LYPLA2	11313
ENSG00000011021	0.107612456818245	0.429530745136932	CLCN6	1185
ENSG00000011028	0.569249542968955	0.00916301309229611		9902
ENSG00000011083	-0.110122967000363	0.872161696877668	SLC6A7	6534
ENSG00000011105	0.241473007616914	0.4387773049493	TSPAN9	10867
ENSG00000011114	-0.0699700328429787	0.644030863160443	BTBD7	55727
ENSG00000011132	0.57747768199706	0.0334425725806276	APBA3	9546
ENSG00000011143	0.690088079963807	0.00408335859660389	MKS1	54903
ENSG00000011198	-0.960228308545525	0.0155557627791435	ABHD5	51099
ENSG00000011201	-0.470963640774473	0.160884928778168	ANOS1	3730
ENSG00000011243	-0.181468298314464	0.394421037668245	AKAP8L	26993
ENSG00000011258	0.0689994254583062	0.696603153570252	MBTD1	54799
ENSG00000011260	-0.0193663100493051	0.940037200153062	UTP18	51096
ENSG00000011275	-0.184936647415886	0.317954232944065	RNF216	54476
ENSG00000011295	-0.375324456771491	0.022160413069832	TTC19	54902
ENSG00000011304	-0.0741950163814293	0.690369461464749	PTBP1	5725
ENSG00000011332	1.14638028924377	0.103675370706878	DPF1	8193
ENSG00000011347	-0.0753444467543561	0.723236908934507	SYT7	9066
ENSG00000011376	0.245637280026019	0.166727969215197	LARS2	23395
ENSG00000011405	-0.295321755702238	0.0454030233359001	PIK3C2A	5286
ENSG00000011422	-1.01192536697873	0.051318234032115	PLAUR	5329
ENSG00000011426	0.359896634308192	0.559952930526299	ANLN	54443
ENSG00000011451	-0.00286693041059338	0.98749249261661	WIZ	58525
ENSG00000011454	-0.0540302435223599	0.670747510732534	RABGAP1	2844
ENSG00000011454	-0.0540302435223599	0.670747510732534	RABGAP1	23637
ENSG00000011465	0.0189846234553184	0.955522269956651	DCN	1634
ENSG00000011478	-0.152614187475031	0.548814333492647	QPCTL	54814
ENSG00000011485	0.167170419309691	0.430661645207813	PPP5C	5536
ENSG00000011523	-0.126388117433984	0.580073565668098	CEP68	23177
ENSG00000011566	-0.147248036515021	0.397220564224622	MAP4K3	8491
ENSG00000011600	0.460401553332957	0.282986353936191	TYROBP	7305
ENSG00000011638	-0.563164288375516	0.0593151444149053	TMEM159	57146
ENSG00000012048	0.490917498187468	0.0136905323567734	BRCA1	672
ENSG00000012061	-0.254032252614766	0.17035000783175	ERCC1	2067
ENSG00000012124	-0.318431997655956	0.627860799121782	CD22	933
ENSG00000012174	-0.271168874025036	0.349730186971325	MBTPS2	51360
ENSG00000012211	0.175175151297612	0.413554756204999	PRICKLE3	4007
ENSG00000012223	-0.753045268561437	0.0323662740338183	LTF	4057
ENSG00000012232	0.0218602197607938	0.894402489423034	EXTL3	2137
ENSG00000012504	0.0615398925570571	0.919774630349631	NR1H4	9971
ENSG00000012660	-0.400428279522459	0.123168027276273	ELOVL5	60481
ENSG00000012779	0.0906941104258191	0.850187006195224	ALOX5	240
ENSG00000012817	0.372415811766185	0.439334543616978	KDM5D	8284
ENSG00000012822	0.0444884216731511	0.738500551412726	CALCOCO1	57658
ENSG00000012963	-0.276858273443509	0.0923743949843442	UBR7	55148
ENSG00000012983	-0.160077195972916	0.425808934723998	MAP4K5	11183
ENSG00000013016	0.19748560665415	0.400461826966562	EHD3	30845
ENSG00000013275	0.177941933276819	0.395299998138125	PSMC4	5704
ENSG00000013288	0.172488815178111	0.369688951585453	MAN2B2	23324
ENSG00000013293	1.01962722547278	0.118851806341131	SLC7A14	57709
ENSG00000013297	-0.571802168737176	0.204089118376313	CLDN11	5010
ENSG00000013306	0.262176567308696	0.211644837453913	SLC25A39	51629
ENSG00000013364	-0.236262468457073	0.320843392830586	MVP	9961
ENSG00000013374	-0.0979779113831677	0.545981944577328	NUB1	51667
ENSG00000013375	-0.201607907902112	0.298817698464345	PGM3	5238
ENSG00000013392	0.418302244902133	0.14702783944141	RWDD2A	112611
ENSG00000013441	-0.278122852826746	0.367812847719028	CLK1	1195
ENSG00000013503	0.28888415881805	0.0726486141868092	POLR3B	55703
ENSG00000013523	-0.0565304180233862	0.750755594198002	ANGEL1	23357
ENSG00000013561	-0.193637938046418	0.298109366057646	RNF14	9604
ENSG00000013563	-0.0510589812299614	0.771888705001165	DNASE1L1	1774
ENSG00000013573	-0.101688226782026	0.798312609200219	DDX11	1663
ENSG00000013583	-0.0250088169826277	0.921786041173264	HEBP1	50865
ENSG00000013588	-1.0588287785985	0.0956043917528602	GPRC5A	9052
ENSG00000013619	-0.438984806444197	0.0317435337435345	MAMLD1	10046
ENSG00000013725	0.161679925003947	0.800941166600203	CD6	923
ENSG00000013810	0.495805184023739	0.119234332703861	TACC3	10460
ENSG00000014123	0.0360268258060025	0.823837657396072	UFL1	23376
ENSG00000014138	-0.176966152214944	0.378939861740896	POLA2	23649
ENSG00000014164	0.335655773149721	0.145473033790978	ZC3H3	23144
ENSG00000014216	-0.0632138557677711	0.68510287207057	CAPN1	823
ENSG00000014257	-0.0434486099299383	0.951192956469484	ACPP	55
ENSG00000014641	-0.137706610360812	0.625247872697474	MDH1	4190
ENSG00000014824	-0.349901188065312	0.182838615875423	SLC30A9	10463
ENSG00000014914	-0.0249033227765514	0.92763349599582	MTMR11	10903
ENSG00000014919	0.105587946673673	0.593106455589558	COX15	1355
ENSG00000015133	0.358882264265262	0.171786062193213	CCDC88C	440193
ENSG00000015153	0.0981805303517993	0.468143149963099	YAF2	10138
ENSG00000015171	-0.117289218411523	0.494691651530183	ZMYND11	10771
ENSG00000015285	0.669226904426899	0.210465427268588	WAS	7454
ENSG00000015475	-0.413320748576378	0.128353989793749	BID	637
ENSG00000015479	-0.381652944171389	0.0181955758474767	MATR3	9782
ENSG00000015520	-0.280004992757389	0.630813573241046	NPC1L1	29881
ENSG00000015532	0.195743822615639	0.338739935817272	XYLT2	64132
ENSG00000015676	0.0404181644729767	0.785217887875157	NUDCD3	23386
ENSG00000016391	-1.61182350641717	0.00131102228090121	CHDH	55349
ENSG00000016402	-1.28421858701614	0.0388505519871983	IL20RA	53832
ENSG00000016864	0.189311275355852	0.326166446517971	GLT8D1	55830
ENSG00000017260	0.290267984362238	0.0404492073708552	ATP2C1	27032
ENSG00000017427	0.475646990474294	0.083741052888027	IGF1	3479
ENSG00000017483	-0.269213897080049	0.565710682717784	SLC38A5	92745
ENSG00000017797	-0.210552155197121	0.19284874691455	RALBP1	10928
ENSG00000018189	-0.131696176060349	0.395601750407248	RUFY3	22902
ENSG00000018236	-0.699996845298663	0.333910998225449	CNTN1	1272
ENSG00000018280	0.435152225827609	0.473254317809046	SLC11A1	6556
ENSG00000018408	-0.101418848108679	0.618592333445337	WWTR1	25937
ENSG00000018510	-0.163703870897878	0.352118310176628	AGPS	8540
ENSG00000018610	-0.0503623193500098	0.836278633177408	CXorf56	63932
ENSG00000018625	0.248171436454819	0.33189226168093	ATP1A2	477
ENSG00000018699	-0.0185995025045292	0.915629444801864	TTC27	55622
ENSG00000018869	-0.416599844840731	0.143956250242084	ZNF582	147948
ENSG00000019102	0.492741639480219	0.18325562060502	VSIG2	23584
ENSG00000019144	0.18542358764475	0.349142807723073	PHLDB1	23187
ENSG00000019169	1.24873532339199	0.1324480671452	MARCO	8685
ENSG00000019485	-0.294816490845285	0.518632229058011	PRDM11	56981
ENSG00000019505	-0.415720284906148	0.41138113353109	SYT13	57586
ENSG00000019549	-0.776142930517642	0.013209258816791	SNAI2	6591
ENSG00000019582	-0.00651717467685466	0.9818402065676	CD74	972
ENSG00000019991	-0.842540086249161	0.0348968419159032	HGF	3082
ENSG00000019995	-0.155964122543032	0.240193804359197	ZRANB1	54764
ENSG00000020129	0.444732200923499	0.0427232748803	NCDN	23154
ENSG00000020181	0.183888880579593	0.339582579666639	ADGRA2	25960
ENSG00000020256	0.107614318508071	0.658125147222796	ZFP64	55734
ENSG00000020426	-0.0663200640944076	0.694016254703244	MNAT1	4331
ENSG00000020577	0.00362286042256983	0.979809476654162	SAMD4A	23034
ENSG00000020633	0.767636281592872	0.0970599416059375	RUNX3	864
ENSG00000020922	0.226112715733606	0.404883473113682	MRE11	4361
ENSG00000021300	0.323750024953286	0.244009284687761	PLEKHB1	58473
ENSG00000021355	-0.465436759993619	0.0712867303270958	SERPINB1	1992
ENSG00000021488	-0.0563054914044189	0.926592558533362	SLC7A9	11136
ENSG00000021574	-0.143904125857783	0.527386443101214	SPAST	6683
ENSG00000021645	-1.5871209957088	0.0284860733583351	NRXN3	9369
ENSG00000021762	-0.0818198222866764	0.631470534378724	OSBPL5	114879
ENSG00000021776	-0.369091075791068	0.17346731719642	AQR	9716
ENSG00000021826	0.0970574455484803	0.770529594933291	CPS1	1373
ENSG00000022267	0.251011299762581	0.460859546292588	FHL1	2273
ENSG00000022277	-0.0411172448045133	0.790206821614737	RTF2	51507
ENSG00000022355	0.884751225888085	0.192580889283029	GABRA1	2554
ENSG00000022556	-0.502542872745818	0.44279204261122	NLRP2	55655
ENSG00000022567	-0.0103826131828327	0.956976695098113	SLC45A4	57210
ENSG00000022840	-0.0538081773909981	0.70350634525646	RNF10	9921
ENSG00000022976	0.0994304615587689	0.599651296778823	ZNF839	55778
ENSG00000023041	-0.132429476156865	0.401586339510922	ZDHHC6	64429
ENSG00000023171	0.196847379182864	0.338266820008244	GRAMD1B	57476
ENSG00000023191	0.219736226985095	0.409046084092006	RNH1	6050
ENSG00000023228	-0.261827922352714	0.318522756558407	NDUFS1	4719
ENSG00000023287	-0.204176062573173	0.259181828301923	RB1CC1	9821
ENSG00000023318	0.12514535097214	0.38137609463174	ERP44	23071
ENSG00000023330	-0.0708993477351024	0.821147613724018	ALAS1	211
ENSG00000023445	-1.08353344015416	0.0554286051732858	BIRC3	330
ENSG00000023516	-0.136667843628068	0.437061427832031	AKAP11	11215
ENSG00000023572	-0.37066986210936	0.183417203017885	GLRX2	51022
ENSG00000023608	-0.202680474722584	0.326212260561806	SNAPC1	6617
ENSG00000023697	0.158334860911931	0.429787866900679	DERA	51071
ENSG00000023734	-0.487784384392216	0.0265555030415818	STRAP	11171
ENSG00000023839	0.0929608481257064	0.838577463688775	ABCC2	1244
ENSG00000023892	0.355975140772392	0.429788854484348	DEF6	50619
ENSG00000023902	-0.244798007610585	0.429370567935586	PLEKHO1	51177
ENSG00000023909	-0.927728594586369	0.0161821138590217	GCLM	2730
ENSG00000024048	0.00565414580436112	0.961944666491932	UBR2	23304
ENSG00000024422	0.127738098406056	0.503798850231009	EHD2	30846
ENSG00000024526	0.333030355874583	0.569529966834822	DEPDC1	55635
ENSG00000024862	0.611063250527534	0.0239759905769791	CCDC28A	25901
ENSG00000025039	-0.582780176023712	0.0142667891119522	RRAGD	58528
ENSG00000025156	-0.238211105351539	0.210701581748745	HSF2	3298
ENSG00000025293	-0.514554511942089	0.0136009930134227	PHF20	51230
ENSG00000025434	0.341251561120288	0.178520866767886	NR1H3	10062
