hgnc_symbol	entrezgene	logFC_NAFLD	PValue_NAFLD
GSPT2	23708	0.342246967944446	0.000239932788557395
SRC	6714	-0.330422663190475	0.00024076637896402
SLC13A4	26266	0.271377935261905	0.000243196578779185
SH3KBP1	30011	-0.379788829587297	0.000247735279469455
FMO1	2326	-1.13323845546825	0.000262522755173277
L3MBTL3	84456	0.45491503343651	0.000270397325925725
UGT2A3	79799	-0.605548902238094	0.000272400522534187
TAF7	6879	0.284140645690476	0.000290218342019082
HPRT1	3251	0.620299434000002	0.000291996870147777
MRAS	22808	-0.468794034111111	0.000296026943961646
SLC7A2	6542	0.370208126349203	0.000300760173159171
ALDH6A1	4329	0.410535081746033	0.000307459701479573
NT5E	4907	0.531597167841272	0.000307768808255577
FABP4	2167	-1.33380409745238	0.000328567473201925
PPM1K	152926	0.927347834325398	0.000341678497924557
SNORA13	654322	0.504583330396826	0.000365336130587678
SERPINA3	12	0.322077451031742	0.000370051528387194
FGL1	2267	0.594771549325394	0.000371719808322277
GPR89B	51463	0.337016299071428	0.000377822698067897
MTFMT	123263	0.239839726222225	0.00039198096670595
UG0898H09	643763	0.423803949555555	0.000394128281906726
IMP3	55272	0.337888468753968	0.000403619565419691
DPYSL2	1808	-0.519445762563491	0.000411481388083577
DMTN	2039	-0.808208458111111	0.000428226578010345
PDE11A	50940	-0.92828304845238	0.000430640439036659
RABGAP1L	9910	-0.368124134603173	0.000457044285814538
KIF21A	55605	-0.375248173833333	0.000465843954679508
CGRRF1	10668	0.280125869007935	0.000480117866731012
NR0B2	8431	0.889183242992068	0.000498850693754679
PTPRM	5797	-0.403311927666667	0.000499005901747197
TREH	11181	-0.912215104595239	0.000499734458423658
LINC00242	401288	0.378768241841271	0.000505491683677811
LRRC31	79782	-0.623151296785712	0.000506722185295661
GABRE	2564	-0.742311696642857	0.000517222911058216
SLITRK2	84631	0.239445464523809	0.000519025970242192
APAF1	317	-0.310676434484126	0.000519270107186143
MB	4151	-0.575153938174605	0.000536812691164051
FGGY	55277	0.410635078111111	0.000537977293045588
SGCB	6443	-0.633197480976191	0.000540524723232549
CLDN2	9075	0.55021640211111	0.000556187741209768
SQLE	6713	-1.15732525913492	0.00055837416443628
HAPLN4	404037	-0.691807236087302	0.000563819853684579
C9orf91	203197	-0.356382378738094	0.000569577858960716
THSD7A	221981	-0.610448680190474	0.000570346538451312
CRACR2A	84766	0.737558604968255	0.000573906656375569
TOM1L2	146691	-0.235107388555549	0.000611438483047778
GPR88	54112	0.768283530373015	0.000623511673467025
GRTP1	79774	0.470512817460315	0.000672420673075103
CD37	951	-0.5265313075873	0.000679733938866647
LPL	4023	-0.727144486722223	0.000704189627995786
IP6K3	117283	-0.960728496674606	0.000704273681374429
HAL	3034	0.840426385317464	0.000731713014325414
SYP	6855	0.334830972888889	0.00074101897735214
ABCA7	10347	-0.290439660587303	0.000748765668022232
ST6GALNAC2	10610	-0.465121091722223	0.000765918124643963
CYP4F22	126410	-0.695378975650792	0.000775565458614184
SEPN1	57190	-0.322386041936504	0.000791711030109297
FLII	2314	-0.235843742722214	0.000793837714681006
ADRBK1	156	-0.223511162563494	0.000800245479413208
FADS2	9415	-1.23341717566666	0.000832342280707535
SLAIN1	122060	0.322313036238094	0.000833919310968949
CDHR2	54825	-0.952291928436502	0.00084380198350496
TWISTNB	221830	0.319550064063495	0.000846029369133524
PPIF	10105	-0.58391687813492	0.000864789068700132
ZNF185	7739	-0.322923826746031	0.000869839085051032
CADM2	253559	0.580005209317461	0.000883280599283278
SNORD59B	692090	0.49860748753968	0.000889859818043429
CHAF1A	10036	-0.304851259777779	0.000904710572731481
MET	4233	0.389530142015872	0.000908121106661526
MRPL9	65005	0.267660717150796	0.000908649959308004
SQRDL	58472	0.268587694325403	0.000917832287730205
SMG9	56006	-0.275704119134918	0.000925382436730344
C1GALT1	56913	0.331860516079363	0.000942962369893879
SULT1C2	6819	-0.742423364857142	0.000957185836923431
TTC33	23548	0.311356664555556	0.000965876847387675
ARHGEF4	50649	0.402924440753971	0.000966372835746589
RPS26	6231	0.268492819238093	0.000970169454163836
WNK1	65125	-0.228600264968248	0.000979958048976319
ZNF830	91603	0.30531880704762	0.000987769184672469
PRKCE	5581	-0.734094919365081	0.00101264994716326
HMGCS1	3157	-0.877878922174608	0.0010172800917817
CMYA5	202333	0.564536794190477	0.00102745753458515
PRKCD	5580	-0.37328169675397	0.00103146011245782
APOBEC4	403314	-0.23110016354762	0.00103910747191635
DNAJC19	131118	0.423233625920634	0.00108633349328941
ABCA2	20	-0.467054299682538	0.00108981941454704
FAM129B	64855	-0.45528719370635	0.00110574714853574
LGALS1	3956	-0.461964320134921	0.00110894478476531
MCEE	84693	0.301810410595237	0.00114143605789804
NCAM2	4685	-1.37263165752381	0.00116285727427302
CEP85	64793	-0.33713646606349	0.00116854648770676
PIGH	5283	0.529746727134921	0.00118897769556964
STEAP1	26872	0.579595095063491	0.00118926197873154
CLN5	1203	0.338885949666671	0.00119448895407042
LSM6	11157	0.291213779452383	0.00119947469456305
ALG8	79053	0.376498969111108	0.0012070725832255
SOCS2	8835	0.907044624166669	0.00121668389891693
ANKS1B	56899	-0.578142523674603	0.00123183626507081
PYGB	5834	-0.416247392301587	0.00123816915100975
TRPM4	54795	-0.281699218103174	0.00124401272726684
MASP2	10747	0.25235021980952	0.00124411036142404
UNC119	9094	-0.337306439746034	0.00126002328391675
GPR17	2840	0.245904433507934	0.00126189817318634
MAD2L1BP	9587	0.283414404071424	0.00126588681979885
TERF2IP	54386	0.24581932697619	0.00127027318318902
SNX29	92017	-0.379944114793649	0.00127186181364502
BTF3	689	0.208624276039682	0.00128031721804137
CACHD1	57685	-0.508634486468255	0.00129100082486229
DBNL	28988	-0.215024710492063	0.00129224142750427
ANO10	55129	-0.433978423142859	0.00129353553651957
MYO9B	4650	-0.254491045309525	0.00129611687454865
RSL24D1	51187	0.353858810357142	0.00130385202429997
SNORA3B	677826	0.546422333793652	0.00131624801843945
GCH1	2643	0.367075688690478	0.00131759221244049
HPGD	3248	-0.609164580420634	0.00132246344109541
USP35	57558	-0.323852927373015	0.00132963304846245
PDIA5	10954	0.280458685666668	0.00134110604746253
ROS1	6098	-0.245955707015873	0.00136747560489902
MFSD6	54842	-0.422271464214284	0.00137556223429208
RPL13AP6	644511	0.292060528777779	0.00139471036898107
VAMP1	6843	-0.644790917674604	0.00141001078106654
RBM7	10179	0.334629178642856	0.00141555246184784
TMED3	23423	-0.378192557166667	0.00143542368328052
PPP2R5E	5529	0.221245131841274	0.00144375172164355
PFKL	5211	-0.320727488873015	0.00144603620608422
RPS13	6207	0.293505368095238	0.00144679441786406
IKBKE	9641	-0.35229138270635	0.00146794205842406
ANKEF1	63926	-0.363032425214286	0.0014759567209385
RNU6-14P	100873746	0.413378092452382	0.00148021835068455
HPR	3250	0.217663559920638	0.0014849231967577
ZFP41	286128	-0.213589026976192	0.00149515378115352
LIMK1	3984	-0.316199533841271	0.00151984476746447
ACADSB	36	0.423597379769843	0.00153854876199559
ZNF470	388566	0.369270572380952	0.00153888906779631
TNR	7143	0.334052880460318	0.00154273863699237
LOC280665	280665	0.446914136563489	0.00156488441457483
WHSC1	7468	-0.262812451023809	0.00157607552731883
RPS8	6202	0.26099466004762	0.00157901864721421
PIEZO2	63895	-0.416366716968252	0.00158613726221433
NBEAL2	23218	-0.25460062320635	0.00159279791178659
MCTP2	55784	-0.693654457793652	0.00160129049123856
PCDH20	64881	0.965482736103175	0.00163365693503455
SLC51A	200931	0.676677646809521	0.00164914461835483
CYP7A1	1581	-2.16066865902381	0.00165387388230019
RPS26	6231	0.26114069420635	0.00166503032673546
OPTN	10133	-0.396273135142859	0.00166838831015541
FAT1	2195	-0.871910175777778	0.00172473878593389
PIK3IP1	113791	-0.386159832817461	0.00173609221261755
SHBG	6462	0.994271454277779	0.00174199951310409
CD14	929	0.393467121190474	0.00174627184118525
RPS16P9	645412	0.411540884222223	0.00174949285929386
NDUFS5	4725	0.347464125261906	0.00175046733749587
TICRR	90381	-0.300510953690476	0.00175214556450401
NDFIP2	54602	0.296502959087301	0.00175645889089332
TRUB2	26995	0.238126437523816	0.00175702486191091
MBNL3	55796	0.348405991706347	0.00176211911445061
IL1RAP	3556	0.489292137611118	0.00176440267006575
CFL2	1073	0.327964965865084	0.00179362214825512
KCTD1	284252	-0.379670585484125	0.00180151978406677
CSTF1	1477	0.258035249031744	0.00180282909221394
MAMDC4	158056	-0.87126484025397	0.00180649139206029
C5	727	0.233641103888893	0.00186136990567265
IPO5	3843	0.266311072507941	0.00187555890664953
MARK1	4139	0.329782220785715	0.00187742242706371
RBMS1	5937	0.560477942134921	0.00188546658810924
NIN	51199	-0.406475437960318	0.00189244006215816
CHRAC1	54108	0.245322664912701	0.00195341756152514
OPN3	23596	0.27037686542064	0.00195837999404718
DNALI1	7802	0.342962494190477	0.00196980510959498
HSD17B2	3294	0.382705635325394	0.00198007193240903
NUPR2	389493	0.292449116484127	0.00198360913423328
HINT2	84681	0.225034658896824	0.00199531781580055
HDAC6	10013	-0.294384399023807	0.00199784791766028
RPL10	6134	0.356938324642858	0.00200221047362835
PTPN9	5780	0.247440659563492	0.00201211731968779
CNTN3	5067	-0.562366189960319	0.00201422347811458
METTL23	124512	0.335951479777779	0.00201863394171616
AMICA1	120425	-0.542724354531749	0.0020201363147554
RPL15	6138	0.286387838007936	0.00206965172264063
GOLM1	51280	-0.922559731198412	0.00209258634731139
RAPGEFL1	51195	-0.72313838404762	0.00209765447942023
SH2B3	10019	-0.329947405230161	0.00210055902865552
NDUFA12	55967	0.218588275777778	0.00210151054695992
SNORD116-27	100033439	0.433882208285717	0.00210161816225792
VIL1	7429	1.07318650257143	0.00211401734471855
PKN1	5585	-0.227542445246031	0.00212440252284127
CA12	771	-0.861772630920634	0.00212814667884138
APOBEC3D	140564	-0.36809907842857	0.00215895035676012
MMP14	4323	-0.321520697547617	0.00216612887081245
SLC39A7	7922	-0.336251677849202	0.00217160940407382
SLC39A7	7922	-0.336251677849202	0.00217160940407382
SLC39A7	7922	-0.336251677849202	0.00217160940407382
EMC4	51234	0.21110431410318	0.00219937033111933
WIPI1	55062	-0.410665395753967	0.00222417834885559
TRPV4	59341	-0.396133421269842	0.00222695849346012
CHRM1	1128	0.276097232611112	0.00223084425518174
SRD5A1	6715	0.40958964830952	0.00224024997724573
MDFIC	29969	-0.33297639865873	0.00224138568593186
SPNS2	124976	-0.276924781230158	0.0022430428220152
RSL1D1	26156	0.293544566674605	0.00225469815218094
RALGPS1	9649	-0.409652182507937	0.00225773532024075
PEPD	5184	-0.374650698849209	0.00225815062076074
TANC2	26115	-0.344892189333334	0.0022783521415751
ATP9A	10079	-0.317337303023812	0.00228864373716648
NUBP1	4682	0.299219239341273	0.00230593547653341
MRC2	9902	-0.512245041587302	0.00235442504388641
TOR1AIP1	26092	0.243826930817463	0.00236924785942645
EIF5	1983	0.320821225126986	0.00238497599424172
RCAN3	11123	-0.437757892920636	0.00238647054593558
MOCS1P1	27187	0.355885351341268	0.00239354686891817
KLHL42	57542	-0.259191109761903	0.0024046222771714
SECISBP2	79048	0.20451444819841	0.00242140979781132
MYO1B	4430	0.226149974746033	0.0024366363534189
ANXA13	312	-0.791725470531746	0.002455954017625
BLMH	642	0.499635156753969	0.00248041843520381
CLDN9	9080	-0.255848700357145	0.00248149947234902
TNIK	23043	0.463999106761909	0.00248310555450438
TOMM20	9804	0.241634036079369	0.00249303571170408
SERPINC1	462	0.151933695793659	0.00249361131912459
TMEM19	55266	-0.408605023650796	0.00250026229289151
POLR2H	5437	0.26924682834921	0.00250063520041822
PAQR7	164091	-0.383020121944443	0.00250658598915466
CLDN12	9069	0.320571734587302	0.00254142407841167
DNAAF2	55172	0.297645475960316	0.00254889896594148
KLHL11	55175	0.271908311301586	0.00255351423699997
NOD2	64127	-0.356936680103175	0.00255591662390337
CMIP	80790	-0.249906747166666	0.00257999220745362
LAMA3	3909	-0.613294446373017	0.00258118567747535
APOM	55937	0.324984824277779	0.00258298194137899
APOM	55937	0.324984824277779	0.00258298194137899
APOM	55937	0.324984824277779	0.00258298194137899
ARHGAP21	57584	-0.243676645642855	0.00258565451298823
MORN2	729967	0.357826449650792	0.00259105742579774
GAS6-AS1	650669	-0.834231040666666	0.00260447008287704
AQP3	360	0.487272522428569	0.00262371582552458
INSR	3643	0.264307069055556	0.00264439514495466
ILDR2	387597	-0.560674546380953	0.00265787747772838
TAF9B	51616	0.280999716261905	0.00266705383737782
TAF9B	51616	0.280999716261905	0.00266705383737782
HYDIN	54768	-0.827819438611109	0.00267347824255287
TKT	7086	-0.375322587428569	0.00269061932021514
PXMP2	5827	0.292573636587299	0.00273212095677906
RFTN1	23180	-0.355694057373015	0.0027606579286203
SMIM15	643155	0.23285006586508	0.00276949636339762
CD40LG	959	-0.403011243222222	0.00276969317309139
NDNF	79625	-0.39502870195238	0.00280360529075242
PTGS1	5742	-0.343462633206348	0.00280869375022913
YRDC	79693	0.33008954992857	0.00282304599012345
RASAL2	9462	-0.380514071793653	0.00283256010782
SCD	6319	-0.840586525190476	0.00283323533137175
MORC4	79710	-0.233869047119048	0.00294425997054717
ECE1	1889	0.235574419349209	0.00294610120765821
LAMP1	3916	-0.224538672293649	0.00297178492080719
SLC50A1	55974	0.291249471626984	0.00297891363728424
GTF2A2	2958	0.320821539880956	0.00298582811140655
ENO3	2027	-1.15868590638889	0.0029861980723074
ERV3-1	2086	-0.531007175309524	0.00302054715441949
FCMR	9214	-0.408627756325396	0.00302531049245673
DGCR5	26220	-0.48295826081746	0.00307024581509582
SNORD117	692233	0.390657505317458	0.00307797863756815
ALPK2	115701	-0.840612835436507	0.00308175630907581
RPL37P2	116730	0.386136617658731	0.0030890488229309
TTC7B	145567	-0.394940218531744	0.00311839925416808
ACOT12	134526	-0.376034487253969	0.00315315600642939
ANKRD52	283373	-0.298732830999999	0.00315593067805768
FABP5	2171	-0.67402007511905	0.0031586300870828
C14orf2	9556	0.294097915912701	0.00315896112170089
LBR	3930	0.271343866666665	0.00321713759254518
SLC6A6	6533	-0.437713601539677	0.00323605600167309
RASA4CP	401331	-0.453244407111111	0.00324452101380414
CDKN2AIPNL	91368	0.247043551103176	0.00325589877641794
UBE2D2	7322	0.205747303230159	0.00326295554099038
TMED6	146456	0.546785041071428	0.00331583116828134
PIGZ	80235	-0.344036678904762	0.00335407726611032
RPL9	6133	0.24925947595238	0.0033732258305738
ZFP1	162239	0.486425504357142	0.00338361983595279
LZTR1	8216	-0.216512923404761	0.00338638843281799
RPS3AP47	146053	0.318094234500002	0.00339134052973136
COPZ1	22818	0.310054264698413	0.00339638319046176
LGR4	55366	0.320691976301584	0.00340685774598751
CALB1	793	0.195396468285714	0.00341927815256812
IRF6	3664	0.323219897944445	0.00342228291887893
MMP9	4318	-0.968684081476194	0.00343431782340281
SYT7	9066	-0.542873565190474	0.00345577481022046
ZNF639	51193	0.328469874420636	0.00348811499188239
SERTAD1	29950	0.352579681571426	0.00348885396464987
SCUBE1	80274	-1.04993047000794	0.00348965666991495
RPL37A	6168	0.203605074174604	0.00351669124909707
SNORD116-6	100033418	0.665760833428573	0.00351681789938428
ZNF507	22847	0.318999975722222	0.00356501587641547
WWP2	11060	-0.189843744825398	0.00358270236384042
PTPN6	5777	-0.253132010825391	0.00362473673516531
COX6A2	1339	0.35081396013492	0.00364043570366237
MRPL46	26589	0.271610852722221	0.00364676308049671
CNOT7	29883	0.25466266242857	0.00369151906662298
STMN2	11075	-0.87238267830159	0.00370239509043651
TMEM126A	84233	0.322448567404762	0.00370668152635115
ARMCX6	54470	-0.291896541571428	0.00377177813803829
IFNAR1	3454	0.309062506634925	0.00377573276449559
FDFT1	2222	-0.498257738174599	0.00380490993128632
MVD	4597	-0.525950547880953	0.00381708632006137
GIT1	28964	-0.179019953309522	0.00385082320250188
CD74	972	-0.502275454396816	0.00386195160906535
CSPG4P10	390627	-0.401134887682538	0.00387570845533097
CSPG4P10	390627	-0.401134887682538	0.00387570845533097
CSPG4P10	390627	-0.401134887682538	0.00387570845533097
CSPG4P10	390627	-0.401134887682538	0.00387570845533097
RPS14P3	644068	0.279259577880952	0.00387715116407592
RASEF	158158	-0.627329361912698	0.0038806037169155
FGG	2266	0.218356467460316	0.00390090441997499
PLCD1	5333	-0.286145883507936	0.00391087083190884
RPL9	6133	0.248521730476195	0.00391432690226609
HS3ST3B1	9953	0.400039635984124	0.00392563630854365
NAMPT	10135	0.670965221571436	0.00393958948695172
PROS2P	5628	0.366902877658733	0.00394828174896244
RPS6KL1	83694	-0.275024520888889	0.00395053880620525
FABP5	2171	-0.674110102396822	0.00395784341320841
P4HA2	8974	-0.431035014500001	0.00395949237277247
SLC19A2	10560	0.566884689119053	0.00397466686041539
TNPO2	30000	-0.250416174246029	0.00399728248505317
LAMA5	3911	-0.39219716756349	0.00400094278432797
VPS13D	55187	-0.238896558047617	0.00401655789619223
TRPS1	7227	-0.524748896555553	0.00403390234357698
ST3GAL6	10402	0.393721029992067	0.00404672480487948
FBXO32	114907	-0.33750065615079	0.00404746560112865
PLIN1	5346	-0.823671857484125	0.00407889066556396
RNF207	388591	-0.467266541928571	0.00410634609322586
WDR89	112840	0.330371316666667	0.00412931007578884
TARBP1	6894	-0.326032374642857	0.00413045013380267
VAV2	7410	-0.25705957695238	0.00413291447836139
AKR1A1	10327	-0.226056362865082	0.00414289626540581
COL3A1	1281	-0.553455447103169	0.00414713201221144
EIF3L	51386	0.250259770674601	0.0041520468141603
ACE2	59272	-0.61139829498413	0.00418498618956129
DCUN1D4	23142	0.309626917936509	0.00420033967417154
PSMC6	5706	0.231158797214289	0.00421447115746071
PRKAA2	5563	-0.830562954269843	0.00421471620417383
RASGEF1B	153020	0.336497288999999	0.00424937350061191
H2AFY	9555	-0.251159234619045	0.00425654668358266
NELL2	4753	-0.326308502436508	0.00429722318590794
COL1A2	1278	-0.671227557833333	0.00431468235548098
TTF2	8458	-0.333829347285716	0.00435284861844636
MLANA	2315	0.264962687634922	0.00441385958083655
INPP5D	3635	-0.407773048349205	0.00443390381680208
FAP	2191	-0.443711656396824	0.00443678320859951
HYDIN	54768	-1.09333201773016	0.00444259694866016
SHKBP1	92799	-0.197908013007933	0.00446106614436931
UBE2NL	389898	0.238447144873017	0.00447100591089093
PRMT5	10419	0.221897683333338	0.0044746906034099
UBE2T	29089	-0.401583006960317	0.00447542552963195
ACER3	55331	-0.450352540841271	0.0044817519503662
ZMIZ1	57178	-0.236981953055558	0.00455461656817163
C9	735	0.423119731857149	0.00455868385787651
CEP19	84984	-0.231930394626983	0.00457321517666699
NKRF	55922	0.275980266476191	0.00463282345480178
SNORD82	25826	0.880093186126984	0.00464330401477546
KLF8	11279	-0.260765392896824	0.00465309659138452
SEC14L3	266629	-0.648314468222222	0.00466236518515086
UBE2N	7334	0.237390786634919	0.00472513349242742
FASTKD3	79072	0.269733914912697	0.00474853161861882
SNORD63	26785	0.69636475119048	0.00476343988779065
CP	1356	0.179036019603179	0.00477154396503433
MRPS5	64969	0.222209369722218	0.00478762035719599
RASL10B	91608	0.323241159571428	0.0048231090869339
PLCG1	5335	-0.278591646888889	0.00483277950973407
KRCC1	51315	0.29916978304762	0.00484869756037719
VN1R2	317701	0.225438995158729	0.00485719380670613
ROBO1	6091	-0.460961694238095	0.00486132370769975
FANCI	55215	-0.498728874539682	0.00486471764303403
COX7C	1350	0.289058923722221	0.00486477005063756
TRAM2	9697	0.341377755888884	0.00487169186447349
GTF2E2	2961	0.226634566571431	0.00491772493436486
CATSPER2P1	440278	-0.326063304174601	0.00491849456293272
TRMT112	51504	0.302540010039683	0.00494134436254014
SLC16A7	9194	0.62787604470635	0.00495694873512894
UQCRHL	440567	0.325358844198413	0.00497067152586164
SLC12A4	6560	-0.346156743825399	0.00497906595993798
CFHR5	81494	0.530326124206344	0.0049859842006782
DZIP1	22873	-0.476726906023812	0.0050228377571118
TDRD12	91646	0.147792053182538	0.00504260104442371
ALG14	199857	0.248887627825397	0.00505001064008463
KRT87P	85349	0.332950417714287	0.00505611054761251
RPL9	6133	0.246428069523805	0.00507667518307724
LGI2	55203	0.419109288738095	0.0050816227597198
ZFAND1	79752	0.29914339804762	0.00508897646871417
APOL6	80830	0.259672063515872	0.005132415815142
HDAC1	3065	0.239066598920632	0.00516608016572741
CTNND2	1501	-0.571985045285714	0.00517910216668174
FAM96A	84191	0.332546834619045	0.00518474388539664
COL1A1	1277	-0.725227830134916	0.00519852184577409
PCSK6	5046	-0.241263655682536	0.00522320618245916
DHRS13	147015	0.431831136738095	0.00523797446976663
MYO5A	4644	-0.438494969841269	0.00525755752706066
EPHA3	2042	-0.682858760746034	0.00528193861964524
E2F3	1871	-0.364589491420635	0.00533148944716982
MAST2	23139	-0.207013633912696	0.00534661723127489
SLAIN2	57606	0.204926121460321	0.00536998935944886
KIAA0513	9764	-0.282894395960318	0.00538270887187599
IKBKAP	8518	-0.239298028658728	0.00538899338040494
GXYLT2	727936	-0.512522141396825	0.00539660909670031
GCAT	23464	0.458553797547621	0.00539829480078736
KCTD15	79047	-0.286361927007937	0.00540161617015351
CETN2	1069	-0.20275065165079	0.00542242397520934
CXorf65	158830	-0.350021043619047	0.00545948285802139
MYO7A	4647	-0.365751048206349	0.00546286587666034
CHAC1	79094	1.11302010190476	0.00549191856574082
TSPAN5	10098	0.460780236634923	0.00551172617596566
CRACR2A	84766	-0.559622196761907	0.00551700293887571
MICAL1	64780	-0.324103878436508	0.00552129463906562
ARPC5	10092	-0.227253079309525	0.0055413241477075
ABR	29	-0.366115238690477	0.00555071054832323
AP1AR	55435	0.243351225126984	0.00556079386972681
CDK5RAP2	55755	-0.340234573261905	0.00557875641764925
NSMCE1	197370	0.2758094591746	0.00560332304040524
SPDEF	25803	0.222728861507936	0.00560515518311999
SUMO1	7341	0.257921599611111	0.00561480399700278
TMEM209	84928	0.328885231706347	0.00562124060949605
MRPL37	51253	0.22526766278572	0.00565154244959056
LTBP1	4052	-0.440992097150795	0.0056689010188253
ZNF274	10782	0.22054284003968	0.00568514432243358
SEMA3F	6405	-0.20747178699206	0.00569411423506671
PLPP4	196051	-0.442881739	0.00570120736102616
PLXNC1	10154	-0.578528648111111	0.00570978465277798
ZNF704	619279	-0.3016501769127	0.00573444534714101
ZIC1	7545	-0.60777105804762	0.00573581217600239
C4BPA	722	0.16346195587302	0.00573750977285445
DUSP8	1850	-0.47024532856349	0.00573824493894124
CA14	23632	0.61445457575397	0.00573995071015144
HMCN1	83872	-0.50993958590476	0.00575053292356842
ZNF22	7570	0.243343285825398	0.00580552980389248
MAP4K1	11184	-0.331192320468253	0.00582153567239767
TREM2	54209	-0.547862220436508	0.00584609042414025
CWC15	51503	0.252267953896824	0.00585008416986922
PABPC3	5042	0.199384348007934	0.00585102152220913
ACOT4	122970	0.303572168880953	0.00585797168672066
MYO1C	4641	-0.25493782162698	0.00587940146779741
WDR74	54663	0.27402395565873	0.00590339064068968
MCOLN3	55283	-0.329079059142856	0.0059059866792036
ZYX	7791	-0.323064528087305	0.00591250842072233
HLA-DQA1	3117	-0.916879891801589	0.00591825598096267
ARF3	377	-0.210371553476186	0.00596387200753274
LRG1	116844	0.590660043103171	0.00597092598202031
STOML2	30968	0.195147238293648	0.00598121533470375
ATP6V0D1	9114	-0.263763896039682	0.00598940997346069
BRIX1	55299	0.353595470047617	0.00599431665748606
PREX1	57580	-0.410543786984132	0.00601722944917434
PVRL2	5819	0.307224089984126	0.00602347944941693
CSGALNACT2	55454	0.311459665103174	0.00602417233772914
GNAI2	2771	-0.189991541142861	0.00605602454302856
PPP1R9B	84687	-0.281442825428572	0.00606451082091867
DIP2A	23181	-0.207094267230158	0.00610874808199474
GINS1	9837	-0.560637415563488	0.00615482708949336
THY1	7070	-0.869497305880951	0.00615522480539872
PLPP6	403313	0.2308944865873	0.00616029520836633
TEP1	7011	-0.215896802333336	0.00617788360841759
GNPNAT1	64841	0.286848173285714	0.00618384822783916
YIPF4	84272	0.311742053539684	0.00618484354645197
LAMP3	27074	-0.353506288976192	0.00618522849721849
ATP2A3	489	-0.29920765157143	0.00621798330943139
