GeneID	logFC	logCPM	F	PValue	FDR	hgnc_symbol
ENSG00000003096	0.319075991	2.205967668	1.810982816	0.188872097	0.456611899	KLHL13
ENSG00000003137	0.75449128	1.655007995	2.750327205	0.108070024	0.346338374	CYP26B1
ENSG00000003147	-0.116540732	4.81146132	0.251676567	0.619704263	0.812857151	ICA1
ENSG00000003249	0.18334213	0.854221655	0.263206937	0.611831997	0.808022405	DBNDD1
ENSG00000003393	-0.170370596	4.407412984	0.742711626	0.395900816	0.658587245	ALS2
ENSG00000003400	0.11414577	2.903692771	0.263617182	0.611555965	0.807796825	CASP10
ENSG00000003402	-0.072952531	6.360685595	0.219753249	0.642751168	0.826622684	CFLAR
ENSG00000003436	-0.43478904	3.541582667	5.846822866	0.022151265	0.165423407	TFPI
ENSG00000003509	-0.263407189	2.7133697	2.568711138	0.119890788	0.363811067	NDUFAF7
ENSG00000003756	0.269532078	6.31235365	3.535450088	0.070201825	0.280041297	RBM5
ENSG00000003989	-0.360127322	4.567689285	1.433278303	0.240975417	0.512455942	SLC7A2
ENSG00000004059	0.380481934	4.84512331	6.592924407	0.015688461	0.142404327	ARF5
ENSG00000004139	0.455355989	2.439399841	6.546603123	0.016022927	0.143639366	SARM1
ENSG00000004399	0.201950238	4.805142679	1.384325736	0.248983061	0.520427067	PLXND1
ENSG00000004455	-0.33186187	4.774731516	3.720191902	0.063649658	0.266502987	AK2
ENSG00000004468	-0.816568111	-0.235381807	3.812759329	0.060627417	0.261178649	CD38
ENSG00000004478	0.08694535	4.488192056	0.225647928	0.638346482	0.824806184	FKBP4
ENSG00000004487	-0.219342259	3.857663759	2.192880617	0.149489859	0.403782356	KDM1A
ENSG00000004534	-0.156538729	6.021317201	0.499070719	0.485575691	0.72581086	RBM6
ENSG00000004660	0.184583813	1.67079899	0.491938063	0.488683805	0.728117529	CAMKK1
ENSG00000004700	-0.301658556	2.652686654	1.703810147	0.202105598	0.473543316	RECQL
ENSG00000004766	-0.464178083	2.400134663	4.658041909	0.039368932	0.215880435	VPS50
ENSG00000004776	1.134012909	11.41079868	8.296647091	0.007415018	0.106501581	HSPB6
ENSG00000004777	0.751104	2.074541307	6.566660785	0.015877153	0.14308488	ARHGAP33
ENSG00000004779	-0.193496042	6.644132978	0.438297739	0.513199417	0.745968366	NDUFAB1
ENSG00000004799	0.050874549	7.453552736	0.009535294	0.922886441	0.968723079	PDK4
ENSG00000004838	0.910979727	-1.560686291	1.900525063	0.178616934	0.444450391	ZMYND10
ENSG00000004864	0.136002502	2.036056041	0.425740202	0.519252435	0.749516019	SLC25A13
ENSG00000004866	-0.204909089	4.254744969	1.576247349	0.21937636	0.491140169	ST7
ENSG00000004897	-0.341021334	4.088710219	5.778951858	0.022870479	0.167934233	CDC27
ENSG00000004961	-0.083863283	4.077998564	0.123221213	0.728117386	0.875576982	HCCS
ENSG00000004975	0.200299405	2.82190447	0.760866322	0.390259798	0.653583	DVL2
ENSG00000005007	0.062425063	4.012684857	0.137358907	0.713628379	0.867298651	UPF1
ENSG00000005020	-0.125221389	1.196368481	0.135081791	0.715902861	0.868983261	SKAP2
ENSG00000005022	-0.832983312	4.077877735	6.165995042	0.019085733	0.15521311	SLC25A5
ENSG00000005059	0.093984418	0.868313595	0.083114475	0.775181564	0.898322253	MCUB
ENSG00000005075	0.717198543	4.302494617	6.448543777	0.016756968	0.147268726	POLR2J
ENSG00000005100	-0.132066478	3.054455725	0.45132576	0.507050785	0.742584677	DHX33
ENSG00000005102	0.566248226	3.648126812	4.788832791	0.036892132	0.208480604	MEOX1
ENSG00000005108	-0.882834216	0.002935235	3.466947663	0.07282208	0.285121328	THSD7A
ENSG00000005156	-0.31550033	2.685733175	2.228002256	0.146385486	0.399746494	LIG3
ENSG00000005175	-0.860922446	1.99960297	7.792685624	0.009208212	0.115885582	RPAP3
ENSG00000005187	1.02437052	1.541055588	12.98016581	0.001168474	0.057385549	ACSM3
ENSG00000005189	0.008569207	0.778855832	0.000709799	0.978928671	0.992437543	REXO5
ENSG00000005194	0.064995246	3.908111321	0.237259432	0.629873236	0.819235381	CIAPIN1
ENSG00000005238	0.132685005	3.671986106	0.694184372	0.411589958	0.67286544	FAM214B
ENSG00000005243	0.426117061	3.395173699	4.495043652	0.042717357	0.224003518	COPZ2
ENSG00000005249	-0.455195986	3.141839831	3.414865904	0.074888277	0.290288967	PRKAR2B
ENSG00000005302	-0.486597468	2.227753164	6.092521573	0.019747809	0.156935878	MSL3
ENSG00000005339	-0.125964984	4.595669641	0.877458786	0.356674778	0.624823467	CREBBP
ENSG00000005379	0.533547692	3.846379655	3.046801234	0.091540426	0.319725135	TSPOAP1
ENSG00000005381	0.297056132	-1.415203997	0.224409678	0.63926582	0.825078603	MPO
ENSG00000005421	-0.037254339	-1.737482949	0.002523093	0.960284958	0.984654418	PON1
ENSG00000005436	0.205422852	2.507856868	1.384302422	0.248986954	0.520427067	GCFC2
ENSG00000005448	0.715934083	0.539920613	3.835876203	0.059898047	0.260457268	WDR54
ENSG00000005469	-0.040749074	1.680459344	0.025948398	0.873149193	0.946755296	CROT
ENSG00000005471	-0.015573056	2.329974526	0.004051282	0.949688158	0.980011158	ABCB4
ENSG00000005483	0.076528941	5.424097933	0.208278228	0.651537689	0.832047715	KMT2E
ENSG00000005486	0.619726483	4.287068611	15.68152731	0.000449088	0.046925015	RHBDD2
ENSG00000005513	0.791843701	1.295100755	5.225369449	0.029793874	0.188797005	SOX8
ENSG00000005700	-0.228258749	4.404645278	2.227050741	0.146468579	0.399800633	IBTK
ENSG00000005801	-2.32076525	4.497096433	10.2352346	0.00333742	0.078872083	ZNF195
ENSG00000005810	-0.383802178	4.551597476	8.359572559	0.007219197	0.10554375	MYCBP2
ENSG00000005812	-0.937625382	3.039095103	11.38493279	0.002127742	0.067919649	FBXL3
ENSG00000005844	0.055890863	0.455602444	0.033412339	0.856241	0.936709961	ITGAL
ENSG00000005882	-0.039203345	6.289734111	0.037717154	0.847373312	0.932309855	PDK2
ENSG00000005884	-0.50476927	3.885139274	2.997989621	0.094050736	0.324433834	ITGA3
ENSG00000005889	-0.19979663	3.330863292	1.351466323	0.254548932	0.525620868	ZFX
ENSG00000005893	-0.410015926	3.988267973	3.324054807	0.078651694	0.298324633	LAMP2
ENSG00000005961	0.965341752	-0.609253533	3.609731349	0.067480057	0.274097563	ITGA2B
ENSG00000005981	-0.432742388	0.481931652	0.899175479	0.35087914	0.619321231	ASB4
ENSG00000006007	-0.064115422	5.434589797	0.151093425	0.700346736	0.861283443	GDE1
ENSG00000006015	0.688288713	3.379279713	9.277191537	0.004919222	0.090910899	REX1BD
ENSG00000006016	0.247757351	0.796269358	0.29063079	0.593953053	0.796619363	CRLF1
ENSG00000006025	0.778990314	2.200785429	9.952462555	0.003737579	0.082018082	
ENSG00000006042	0.277542759	1.939362306	1.081906855	0.306910731	0.577258322	TMEM98
ENSG00000006047	1.532931229	-0.944604957	7.172523369	0.012089649	0.128193692	YBX2
ENSG00000006071	0.12975762	2.598004845	0.143612336	0.707490867	0.864977224	ABCC8
ENSG00000006118	0.139478508	1.546201961	0.251565659	0.619781078	0.812857151	TMEM132A
ENSG00000006125	-0.266307771	5.459775306	2.077542229	0.160248322	0.419586072	AP2B1
ENSG00000006194	-0.1786887	2.52951478	0.733322285	0.398865818	0.661073593	ZNF263
ENSG00000006210	-0.346070276	4.040240652	1.177348854	0.286880917	0.558291025	CX3CL1
ENSG00000006282	0.458771209	5.611483577	8.157120185	0.007870096	0.10901046	SPATA20
ENSG00000006283	0.276536788	-1.048854825	0.417006155	0.523538417	0.752167011	CACNA1G
ENSG00000006327	0.63253645	4.866043482	1.455371992	0.237468297	0.508307297	TNFRSF12A
ENSG00000006432	0.937597832	1.979884044	7.326143493	0.011294296	0.125788636	MAP3K9
ENSG00000006451	0.266329092	4.035485781	2.346149154	0.136486622	0.385951714	RALA
ENSG00000006453	0.223974577	1.479237929	0.593744366	0.447239706	0.701278437	BAIAP2L1
ENSG00000006459	-0.319844751	3.380434239	3.230840409	0.082739414	0.304448072	KDM7A
ENSG00000006468	0.107212752	4.23789333	0.281427012	0.59982766	0.799457803	ETV1
ENSG00000006530	-0.198465529	3.390604758	1.026038055	0.319511715	0.590560115	AGK
ENSG00000006555	-0.054875247	-1.57170028	0.009327328	0.923729274	0.96886286	TTC22
ENSG00000006576	-0.586490036	3.073479883	7.135245819	0.012291716	0.128701649	PHTF2
ENSG00000006606	-0.265101816	-1.570276514	0.138359298	0.712635949	0.867076077	CCL26
ENSG00000006607	-0.186459075	1.858131723	1.007902116	0.323752928	0.594747842	FARP2
ENSG00000006611	-0.370896875	-1.558653508	0.261842556	0.612751986	0.80875045	USH1C
ENSG00000006625	-0.085555863	2.040009542	0.109795985	0.742771581	0.883180892	GGCT
ENSG00000006634	-0.290014595	0.06421357	0.507880289	0.481782746	0.72350297	DBF4
ENSG00000006638	0.210366219	0.587227824	0.389575625	0.537427529	0.762502638	TBXA2R
ENSG00000006652	-0.14854476	5.212336893	0.191709441	0.664758516	0.839712238	IFRD1
ENSG00000006695	-0.202722801	3.988103105	0.939477489	0.34046885	0.610125902	COX10
ENSG00000006704	0.083330409	3.336588744	0.101759985	0.752026057	0.888231019	GTF2IRD1
ENSG00000006712	0.291804553	4.395864345	2.911701756	0.098683695	0.332667633	PAF1
ENSG00000006715	0.085149737	3.706397873	0.249029421	0.621543532	0.814125524	VPS41
ENSG00000006740	-0.625404722	1.908653425	7.783603671	0.009244568	0.11589152	ARHGAP44
ENSG00000006744	0.034330612	5.064663381	0.049976489	0.824679725	0.922239759	ELAC2
ENSG00000006756	0.730936939	3.131617171	11.27157625	0.002222731	0.068765603	ARSD
ENSG00000006757	-0.1912236	3.329988153	0.772231283	0.386788635	0.65126962	PNPLA4
ENSG00000006788	0.173146858	-0.62859554	0.14809898	0.703181297	0.863265663	MYH13
ENSG00000006831	0.054753463	5.025017427	0.166503501	0.686250866	0.852345559	ADIPOR2
ENSG00000006837	0.271132558	1.172400392	1.091234542	0.304872492	0.575141676	CDKL3
ENSG00000007047	0.275479775	3.639079859	1.41504679	0.243918962	0.515046782	MARK4
ENSG00000007062	0.67921061	2.495093833	4.025118986	0.054283587	0.250066063	PROM1
ENSG00000007080	0.308759707	3.788502384	2.585328487	0.118749017	0.362263541	CCDC124
ENSG00000007129	0.727735677	-1.663168991	1.179323194	0.286485134	0.557997304	CEACAM21
ENSG00000007168	-0.221399941	5.700747769	1.478513892	0.233863587	0.50438847	PAFAH1B1
ENSG00000007171	-0.533448601	-0.856212462	0.695727495	0.411076764	0.672458476	NOS2
ENSG00000007174	-0.072546008	-1.239350551	0.021079208	0.885573027	0.952555999	DNAH9
ENSG00000007202	-0.365085392	4.66219619	5.211816315	0.029990076	0.189103748	KIAA0100
ENSG00000007237	0.125169017	5.185935289	0.489032652	0.489959566	0.72869478	GAS7
ENSG00000007255	0.416113578	1.070123687	1.829922577	0.186644614	0.4538425	TRAPPC6A
ENSG00000007264	-0.467692572	-1.300636054	0.370012393	0.547757234	0.768610142	MATK
ENSG00000007312	0.452428274	1.180598006	4.183180302	0.050043261	0.240891618	CD79B
ENSG00000007314	0.957560404	0.034703492	4.875955455	0.035338201	0.204439613	SCN4A
ENSG00000007341	-0.146168533	2.840851343	0.605928512	0.442663046	0.697783662	ST7L
ENSG00000007350	-1.031783466	1.499503156	9.623186598	0.004270042	0.086266077	TKTL1
ENSG00000007372	-0.207604915	-0.868981351	0.148667694	0.702640423	0.86293391	PAX6
ENSG00000007376	0.310934893	1.189934358	1.866066453	0.182481594	0.448050878	RPUSD1
ENSG00000007384	0.59248451	4.672226344	5.576314326	0.025174808	0.176660881	RHBDF1
ENSG00000007392	0.240892613	4.695974145	0.539247607	0.4686718	0.714371303	LUC7L
ENSG00000007402	-0.211638473	1.108521029	0.413840314	0.525107777	0.753223544	CACNA2D2
ENSG00000007516	1.045230113	1.347513043	9.108827782	0.005273103	0.092741387	BAIAP3
ENSG00000007520	0.205094282	3.128990562	1.146493898	0.293161089	0.563806016	TSR3
ENSG00000007541	0.511627119	2.719106046	6.230018688	0.018528597	0.153197672	PIGQ
ENSG00000007545	-0.269526232	3.073441213	1.686543312	0.204342588	0.476168782	CRAMP1
ENSG00000007866	0.185633865	4.822884121	1.044742853	0.315216262	0.585935895	TEAD3
ENSG00000007908	-2.669299519	1.615133833	22.83740233	4.74E-05	0.020235927	SELE
ENSG00000007923	0.36980354	5.567579385	6.46078406	0.016663366	0.14687102	DNAJC11
ENSG00000007933	0.245571653	0.431582256	0.244948392	0.624403274	0.815505943	FMO3
ENSG00000007944	0.141817622	3.008705405	0.538304114	0.4690575	0.714397282	MYLIP
ENSG00000007968	-0.061820194	-1.851187209	0.012044476	0.913369652	0.964505163	E2F2
ENSG00000008018	0.103438255	5.652392125	0.34491472	0.561574811	0.778257218	PSMB1
ENSG00000008056	0.424975305	3.144142156	3.856903582	0.059243145	0.259150781	SYN1
ENSG00000008083	-0.129335601	3.664397755	0.194115567	0.66279701	0.838957089	JARID2
ENSG00000008086	0.200594793	0.154016192	0.438871337	0.512925933	0.74578265	CDKL5
ENSG00000008128	0.310644998	3.06067492	1.887827399	0.180029402	0.446554353	CDK11A
ENSG00000008130	0.0041857	2.472939284	0.000424154	0.983710516	0.993489049	NADK
ENSG00000008196	0.329091593	-1.865296163	0.254863958	0.617505703	0.811884104	TFAP2B
ENSG00000008226	0.109799144	-1.447533134	0.028402769	0.867341438	0.943275282	DLEC1
ENSG00000008256	-0.201189243	3.797275815	1.630491807	0.211817612	0.483933856	CYTH3
ENSG00000008277	-0.323362917	1.200232105	1.514559157	0.22838497	0.499150486	ADAM22
ENSG00000008282	-0.787737515	4.600975991	7.617710482	0.009936883	0.119682844	SYPL1
ENSG00000008283	-0.075683866	2.05781606	0.10185325	0.751916373	0.888207723	CYB561
ENSG00000008294	-0.314477356	4.712628426	5.517841398	0.025886322	0.179682907	SPAG9
ENSG00000008300	0.077461076	-0.236727085	0.035633969	0.851595103	0.934223436	CELSR3
ENSG00000008311	-1.060228873	3.292597343	23.68621333	3.72E-05	0.020235927	AASS
ENSG00000008323	0.647391428	-1.667451953	0.677205848	0.417301318	0.67737017	PLEKHG6
ENSG00000008324	0.256417715	2.254859692	1.380895791	0.24955673	0.520610602	SS18L2
ENSG00000008382	0.293112585	3.146481448	2.076858376	0.160314805	0.419617033	MPND
ENSG00000008394	-0.43863096	1.807895805	0.833012036	0.368967709	0.636674556	MGST1
ENSG00000008405	0.028468341	2.241648151	0.008206683	0.92844386	0.970074207	CRY1
ENSG00000008441	0.127394317	5.537015627	0.693341063	0.411870826	0.673109597	NFIX
ENSG00000008513	-0.194257344	6.271020504	1.417704457	0.243487044	0.514787134	ST3GAL1
ENSG00000008516	-0.453246583	-0.635195541	1.11562818	0.299627117	0.569920121	MMP25
ENSG00000008517	-0.12362629	3.903281608	0.197147717	0.660345819	0.837487488	IL32
ENSG00000008710	0.3664244	5.12740743	3.682331841	0.064934253	0.2694596	PKD1
ENSG00000008735	0.289981903	-1.302666233	0.277537207	0.602347721	0.80121692	MAPK8IP2
ENSG00000008838	0.186544951	4.596309845	1.576670766	0.219316073	0.491140169	MED24
ENSG00000008853	-0.081930343	3.882631796	0.202883618	0.655770236	0.834818308	RHOBTB2
ENSG00000008869	-0.497048536	3.814232731	6.92120112	0.013525594	0.133981919	HEATR5B
ENSG00000008952	0.03320133	6.31386198	0.057837681	0.811647673	0.916933145	SEC62
ENSG00000008988	-0.160217216	7.284529911	0.424099887	0.520052544	0.749981547	RPS20
ENSG00000009307	-0.327720255	7.77872802	3.888086089	0.05828669	0.257757442	CSDE1
ENSG00000009335	-0.593198283	4.203959115	8.417972629	0.00704247	0.1045031	UBE3C
ENSG00000009413	0.191363567	4.221158476	1.87254915	0.18174687	0.447854909	REV3L
ENSG00000009694	0.489985337	0.305466307	1.811826431	0.188772195	0.456442249	TENM1
ENSG00000009709	-0.625993399	-1.893650451	0.753113086	0.392654242	0.656090242	PAX7
ENSG00000009765	0.115567274	-1.468155197	0.054678499	0.81676504	0.919253618	IYD
ENSG00000009780	-0.506327985	1.441258384	4.273224196	0.04779373	0.235754752	FAM76A
ENSG00000009790	0.109621991	-0.393136971	0.051238261	0.82251865	0.921692427	TRAF3IP3
ENSG00000009830	-0.080369638	2.51424846	0.184473132	0.670747882	0.843668631	POMT2
ENSG00000009844	-0.227217975	3.351684065	0.875737458	0.35713993	0.625259576	VTA1
ENSG00000009950	0.312658367	0.999371611	0.555899711	0.461949143	0.710201951	MLXIPL
ENSG00000009954	-0.018264591	5.090393613	0.021983196	0.883163318	0.95194622	BAZ1B
ENSG00000010017	-0.082451303	3.765508931	0.14212367	0.708937837	0.8657197	RANBP9
ENSG00000010030	-1.451426635	-1.045284024	4.363195089	0.045657974	0.23182703	ETV7
ENSG00000010072	-0.292479812	1.725346817	1.590175644	0.217403986	0.488800819	SPRTN
ENSG00000010165	-0.408832238	2.272278268	4.392059878	0.04499545	0.230056657	EEF1AKNMT
ENSG00000010219	0.544627148	3.242799827	11.68544944	0.001896469	0.065591903	DYRK4
ENSG00000010244	-0.484976894	5.26717917	6.5618685	0.01591185	0.143206646	ZNF207
ENSG00000010256	0.287616046	8.581825876	3.611767073	0.067407158	0.273946402	UQCRC1
ENSG00000010270	-0.723869335	2.372944068	8.303798681	0.007392475	0.106476608	STARD3NL
ENSG00000010278	-0.560878121	3.893674992	2.182698761	0.150404349	0.40514182	CD9
ENSG00000010282	0.206797714	8.753073138	0.769845448	0.387513558	0.651651878	HHATL
ENSG00000010292	-0.038655527	2.316942685	0.052325694	0.820678543	0.920901728	NCAPD2
ENSG00000010295	0.24579875	3.229195381	1.593435068	0.216945608	0.488697027	IFFO1
ENSG00000010310	0.56293178	2.148250368	3.032202227	0.092283112	0.321514614	GIPR
ENSG00000010318	-0.285652514	1.135103816	0.79284807	0.380606233	0.646361927	PHF7
ENSG00000010319	0.112382049	3.576798696	0.423192918	0.520495895	0.750148015	SEMA3G
ENSG00000010322	0.496515808	5.663793761	6.163240165	0.019110115	0.155232282	NISCH
ENSG00000010327	-0.046180734	6.117844413	0.014502679	0.904979672	0.961343869	STAB1
ENSG00000010361	-0.521412659	3.12337315	1.413745883	0.244130736	0.515241694	FUZ
ENSG00000010379	0.904636597	2.192631312	5.614194658	0.024725358	0.175107543	SLC6A13
ENSG00000010404	-0.012519741	5.914909082	0.00789001	0.929834192	0.970803918	IDS
ENSG00000010539	0.391497437	1.774824987	3.306728273	0.079393845	0.29954791	ZNF200
ENSG00000010610	0.167594211	2.425167026	0.243868183	0.625165206	0.81615405	CD4
ENSG00000010626	0.339121409	2.394168926	4.156343813	0.050736365	0.242243089	LRRC23
ENSG00000010671	-1.019679608	-0.56653814	4.845691285	0.035869632	0.205500868	BTK
ENSG00000010704	-0.142630718	1.757067169	0.256772608	0.616197467	0.810845703	HFE
ENSG00000010803	-0.151115911	4.668949216	0.883465076	0.355058408	0.623463723	SCMH1
ENSG00000010810	-0.050698865	4.167215013	0.077912395	0.782137987	0.902302546	FYN
ENSG00000010818	-0.893560382	3.727800104	11.15522382	0.002325008	0.070410591	HIVEP2
ENSG00000010932	0.021924244	-1.180099702	0.001124128	0.973484427	0.990056296	FMO1
ENSG00000011007	-0.181968666	4.171528385	1.415972146	0.243768465	0.514972621	ELOA
ENSG00000011009	0.199379223	1.90407588	1.063337749	0.311023221	0.581652949	LYPLA2
ENSG00000011021	-0.027252692	4.038000745	0.029209204	0.865489965	0.942388954	CLCN6
ENSG00000011028	0.29599494	3.886503726	1.52775082	0.226420235	0.498295205	
ENSG00000011083	0.334811689	-1.548536029	0.274599301	0.604266161	0.802378504	SLC6A7
ENSG00000011105	0.288401808	6.290481772	1.067862189	0.31001439	0.580553841	TSPAN9
ENSG00000011114	-0.146805544	3.719639868	0.605592201	0.442788374	0.697860042	BTBD7
ENSG00000011132	0.674188189	2.129559019	10.01204095	0.003649145	0.081130794	APBA3
ENSG00000011143	0.703593869	2.101084973	10.33872727	0.003202751	0.078545713	MKS1
ENSG00000011198	-1.051145216	2.239684538	10.0183178	0.00363996	0.081130794	ABHD5
ENSG00000011201	-0.4256932	1.608862307	1.604459905	0.215404035	0.487516737	ANOS1
ENSG00000011243	0.081674546	5.07443779	0.13423945	0.716749759	0.869202733	AKAP8L
ENSG00000011258	0.09846527	2.71407069	0.254407369	0.617819577	0.812018642	MBTD1
ENSG00000011260	-0.388327609	1.070694897	1.787937467	0.191626213	0.459821167	UTP18
ENSG00000011275	-0.32686306	3.806344477	2.737429799	0.108863569	0.347205919	RNF216
ENSG00000011295	-0.344133579	3.911761873	4.615420326	0.040215446	0.217863779	TTC19
ENSG00000011304	0.141868678	5.086822576	0.557360752	0.461366829	0.709731119	PTBP1
ENSG00000011332	0.948614404	-2.021425778	1.565880256	0.220858903	0.492816103	DPF1
ENSG00000011347	-0.144049302	3.603872244	0.590438551	0.448494439	0.702023604	SYT7
ENSG00000011376	0.263845444	3.234174441	2.353589965	0.13589001	0.385239145	LARS2
ENSG00000011405	-0.301134784	4.011013722	4.86986772	0.035444396	0.204899569	PIK3C2A
ENSG00000011422	-1.259756788	1.497498035	7.227092713	0.011800346	0.127310592	PLAUR
ENSG00000011426	0.6609572	-0.587451609	1.713748458	0.200831685	0.471926797	ANLN
ENSG00000011451	0.1084405	3.49271545	0.311157771	0.581273889	0.790294165	WIZ
ENSG00000011454	0.155240474	4.764290884	1.294464542	0.26458819	0.535891611	RABGAP1
ENSG00000011465	-0.654855698	7.963511625	3.532262593	0.07032136	0.280270868	DCN
ENSG00000011478	-0.196422543	1.306811751	0.351300152	0.557995956	0.775687633	QPCTL
ENSG00000011485	-0.222027379	4.017389435	0.928089492	0.343366208	0.612348646	PPP5C
ENSG00000011523	-0.212600234	3.470007114	0.99130125	0.327702869	0.597784228	CEP68
ENSG00000011566	0.009807302	4.468234911	0.004104608	0.949358585	0.980011158	MAP4K3
ENSG00000011600	-0.034101178	3.624633232	0.010161407	0.920403529	0.967346894	TYROBP
ENSG00000011638	-1.002888872	4.179646239	11.49062383	0.002043112	0.066371182	TMEM159
ENSG00000012048	0.202246903	1.644848235	0.902364022	0.350039393	0.618754875	BRCA1
ENSG00000012061	0.131788437	5.694153736	0.480614187	0.493688391	0.732055149	ERCC1
ENSG00000012124	-0.002572397	-1.33460026	2.80E-05	0.995815362	0.998481622	CD22
ENSG00000012174	-0.218584396	2.219073271	0.586259543	0.450088654	0.702811641	MBTPS2
ENSG00000012211	0.434470905	2.30180556	4.081730498	0.052720379	0.246714019	PRICKLE3
ENSG00000012223	-0.564499288	1.208014106	3.756843391	0.062433228	0.265099499	LTF
ENSG00000012232	-0.25270415	4.576256408	2.873956907	0.100792186	0.335614389	EXTL3
ENSG00000012504	0.505776835	-1.473654146	0.74135534	0.39632708	0.65892864	NR1H4
ENSG00000012660	-0.714018838	3.462216774	6.725456809	0.014772899	0.138771349	ELOVL5
ENSG00000012779	-0.85878259	0.538436259	3.992304124	0.05521339	0.25215538	ALOX5
ENSG00000012817	0.227745237	4.65296965	0.225693321	0.638312839	0.824806184	KDM5D
ENSG00000012822	-0.244696666	5.910292126	2.845394828	0.102422138	0.338336814	CALCOCO1
ENSG00000012963	-0.243292188	3.724793239	2.954470865	0.096355436	0.328615069	UBR7
ENSG00000012983	-0.448708838	2.530101732	4.521373343	0.042155698	0.222684269	MAP4K5
ENSG00000013016	-0.028124621	4.193537104	0.015164995	0.902845246	0.959947931	EHD3
ENSG00000013275	0.111076725	5.239584661	0.327767428	0.571411923	0.784254461	PSMC4
ENSG00000013288	-0.12078318	3.613993444	0.510336216	0.480734237	0.722796071	MAN2B2
ENSG00000013293	1.333811034	-1.80887568	4.57283091	0.041081536	0.220162618	SLC7A14
ENSG00000013297	0.100087015	0.483229727	0.076283032	0.78436823	0.903369555	CLDN11
ENSG00000013306	0.474928467	4.985836727	5.581325655	0.025114837	0.176660881	SLC25A39
ENSG00000013364	-0.169436681	4.28384218	0.423646907	0.520273888	0.750073735	MVP
ENSG00000013374	0.006335365	4.318592905	0.001686133	0.967528902	0.98777503	NUB1
ENSG00000013375	-0.436638399	3.083475721	3.772716793	0.061914529	0.264138838	PGM3
ENSG00000013392	0.260416961	0.974765904	0.622058024	0.436717384	0.692816059	RWDD2A
ENSG00000013441	0.068333283	6.569457831	0.052174023	0.820933978	0.920986431	CLK1
ENSG00000013503	0.233588741	2.576957892	1.470592427	0.235089666	0.505895827	POLR3B
ENSG00000013523	-0.129822203	3.009786729	0.408753438	0.527647394	0.754891734	ANGEL1
ENSG00000013561	-0.436303797	3.745821554	4.965160174	0.033821778	0.200811903	RNF14
ENSG00000013563	-0.322407309	4.227219335	2.922322133	0.09809958	0.331773325	DNASE1L1
ENSG00000013573	0.145042184	2.663678081	0.146135158	0.70505824	0.86430852	DDX11
ENSG00000013583	-0.486611047	2.741975196	3.256304295	0.081599288	0.302808447	HEBP1
