Ensembl_ID	HGNC_symbol	logFC	Fold.Change	P.Value	adj.P.Val
ENSG00000213316	LTC4S	-0.535994481	-1.449941287	0.00121873	0.414910612
ENSG00000125730	C3	-0.811103269	-1.754552684	0.001219274	0.414910612
ENSG00000125149	C16orf70	-0.436048417	-1.352893633	0.001221393	0.414910612
ENSG00000143369	ECM1	0.310611967	1.240233674	0.001328246	0.438045384
ENSG00000170160	CCDC144A	-0.496320766	-1.410611558	0.001332848	0.438045384
ENSG00000162599	NFIA	0.594224735	1.509661116	0.00135908	0.438045384
ENSG00000180182	MED14	0.367840638	1.290419941	0.001359193	0.438045384
ENSG00000113719	ERGIC1	0.719861639	1.64702407	0.001364648	0.438045384
ENSG00000166833	NAV2	0.689446699	1.612664912	0.001381387	0.438045384
ENSG00000182197	EXT1	0.631475851	1.549148934	0.001396032	0.438045384
ENSG00000196557	CACNA1H	-0.78780231	-1.72644253	0.001398029	0.438045384
ENSG00000197561	ELANE	-0.405546546	-1.324590619	0.001405118	0.438045384
ENSG00000000003	TSPAN6	0.538585375	1.452547533	0.00140977	0.438045384
ENSG00000110446	SLC15A3	-0.645717439	-1.564517113	0.001435706	0.438045384
ENSG00000228696	ARL17B	0.705126091	1.630287145	0.001440518	0.438045384
ENSG00000119782	FKBP1B	-0.741162785	-1.671522512	0.001512711	0.448949371
ENSG00000197798	FAM118B	0.417386091	1.335505661	0.001515541	0.448949371
ENSG00000204131	NHSL2	0.339037172	1.264912133	0.001551749	0.448949371
ENSG00000069667	RORA	0.876138002	1.835455328	0.001553434	0.448949371
ENSG00000011600	TYROBP	-1.030988655	-2.043424097	0.001575409	0.450029795
ENSG00000170579	DLGAP1	-0.48331612	-1.397953255	0.001640325	0.458161107
ENSG00000162543	UBXN10	0.382128159	1.303262917	0.001670942	0.460018388
ENSG00000265437		-0.402402921	-1.321707485	0.001671375	0.460018388
ENSG00000060140	STYK1	-0.487426343	-1.401941688	0.001701125	0.464813909
ENSG00000134516	DOCK2	-0.560416293	-1.474694683	0.001749586	0.474616014
ENSG00000145685	LHFPL2	-0.483357876	-1.397993716	0.001789402	0.475949034
ENSG00000083454	P2RX5	-0.517818482	-1.431788584	0.001800614	0.475949034
ENSG00000127951	FGL2	-0.408916737	-1.327688531	0.001801264	0.475949034
ENSG00000168765	GSTM4	0.516025556	1.430010318	0.001807302	0.475949034
ENSG00000100393	EP300	0.37068987	1.292970958	0.001826796	0.475949034
ENSG00000154222	CC2D1B	0.345741013	1.270803539	0.001830233	0.475949034
ENSG00000162627	SNX7	-0.351496143	-1.275883093	0.001843205	0.476039215
ENSG00000206536	OR5K3	-0.314244145	-1.243360063	0.001890325	0.480969595
ENSG00000264431		-0.318998476	-1.247464254	0.001903429	0.480969595
ENSG00000189134	NKAPL	0.383853657	1.304822584	0.001911414	0.480969595
ENSG00000103742	IGDCC4	0.687925065	1.610964905	0.001913614	0.480969595
ENSG00000111799	COL12A1	-0.431181721	-1.348337556	0.002039141	0.502879838
ENSG00000165566	AMER2	-0.508599497	-1.422668463	0.002040486	0.502879838
ENSG00000182871	COL18A1	-0.545526076	-1.45955247	0.002128121	0.50754258
ENSG00000188585	CLEC20A	0.300768513	1.231800409	0.002164421	0.50754258
ENSG00000165731	RET	0.376308597	1.298016387	0.002196589	0.50754258
ENSG00000161267	BDH1	0.406024746	1.325029745	0.002200131	0.50754258
ENSG00000157540	DYRK1A	-0.656606933	-1.576370803	0.00224078	0.50754258
ENSG00000107099	DOCK8	-0.3709692	-1.293221323	0.002246584	0.50754258
ENSG00000068028	RASSF1	-0.388489202	-1.309021871	0.002250588	0.50754258
ENSG00000198785	GRIN3A	-0.504189531	-1.418326353	0.002262356	0.50754258
ENSG00000073737	DHRS9	-0.343024696	-1.268413111	0.00226919	0.50754258
ENSG00000103274	NUBP1	0.307549354	1.237603648	0.002282128	0.50754258
ENSG00000135414	GDF11	0.344158909	1.269410701	0.002292802	0.50754258
ENSG00000112167	SAYSD1	0.669175301	1.59016371	0.002299299	0.50754258
ENSG00000122644	ARL4A	0.78923975	1.728163541	0.002306559	0.50754258
ENSG00000120693	SMAD9	0.459855194	1.37540376	0.00231794	0.50754258
ENSG00000105278	ZFR2	0.453503106	1.369361262	0.002345367	0.50754258
ENSG00000168634	WFDC13	-0.344439003	-1.269657176	0.002345818	0.50754258
ENSG00000059377	TBXAS1	-0.52754652	-1.441475703	0.002347606	0.50754258
ENSG00000168763	CNNM3	0.390437624	1.310790956	0.002347643	0.50754258
ENSG00000201700	SNORD113-3	-0.447668096	-1.363834037	0.002362413	0.50754258
ENSG00000154645	CHODL	0.322892999	1.250836305	0.002371005	0.50754258
ENSG00000187713	TMEM203	-0.601173975	-1.516950464	0.002392102	0.50754258
ENSG00000197903	HIST1H2BK	-0.485699831	-1.40026495	0.002431631	0.50754258
ENSG00000145283	SLC10A6	-0.398339404	-1.317989981	0.002432972	0.50754258
ENSG00000184584	TMEM173	-0.451410325	-1.3673763	0.002439013	0.50754258
ENSG00000241973	PI4KA	-1.085607984	-2.122269666	0.002442832	0.50754258
ENSG00000188807	TMEM201	0.417685529	1.33578288	0.002449272	0.50754258
ENSG00000171791	BCL2	0.615940336	1.532556578	0.002458772	0.50754258
ENSG00000273963	ENPP7P14	-0.299182902	-1.230447329	0.002466158	0.50754258
ENSG00000153234	NR4A2	-1.129528087	-2.187871622	0.002476671	0.50754258
ENSG00000143119	CD53	-0.417678295	-1.335776182	0.002536495	0.516992464
ENSG00000196104	SPOCK3	-0.690027514	-1.613314287	0.002581211	0.519908661
ENSG00000125850	OVOL2	-0.666767869	-1.587512409	0.002592167	0.519908661
ENSG00000227747		-0.416981238	-1.33513094	0.002645255	0.52406807
ENSG00000261556	SMG1P7	0.445040301	1.361352144	0.002659044	0.52406807
ENSG00000171174	RBKS	0.346781417	1.271720314	0.002663929	0.52406807
ENSG00000110786	PTPN5	0.40242295	1.321725835	0.002678105	0.52406807
ENSG00000277632	CCL3	-0.390046939	-1.310436039	0.00269624	0.52406807
ENSG00000127334	DYRK2	-0.361707949	-1.284946194	0.002696295	0.52406807
ENSG00000123496	IL13RA2	-0.342527064	-1.267975671	0.002768841	0.533275301
ENSG00000027075	PRKCH	-0.678198303	-1.600140185	0.002771951	0.533275301
ENSG00000119689	DLST	1.102687778	2.14754413	0.00279131	0.533892545
ENSG00000114026	OGG1	-0.551284921	-1.465390249	0.002803477	0.533892545
ENSG00000164129	NPY5R	-0.481016097	-1.395726337	0.002821607	0.534644846
ENSG00000051523	CYBA	-0.834944774	-1.783788755	0.002841569	0.535735255
ENSG00000174498	IGDCC3	0.499935037	1.414149884	0.002947327	0.548388583
ENSG00000198157	HMGN5	0.526789178	1.440719201	0.002949244	0.548388583
ENSG00000197705	KLHL14	-0.478808132	-1.393591888	0.002974652	0.548388583
ENSG00000196126	HLA-DRB1	-0.749442629	-1.681143212	0.00297832	0.548388583
ENSG00000140090	SLC24A4	0.565475704	1.479875392	0.003038144	0.548388583
ENSG00000166927	MS4A7	-0.382470551	-1.303572255	0.003045611	0.548388583
ENSG00000148908	RGS10	-0.850568078	-1.80321082	0.003054117	0.548388583
ENSG00000197302	ZNF720	-0.302146422	-1.232977457	0.003143079	0.556467137
ENSG00000183718	TRIM52	0.487153274	1.401676358	0.003144326	0.556467137
ENSG00000232533		-0.339232014	-1.265082976	0.003151076	0.556467137
ENSG00000211689	TRGC1	-0.339251202	-1.265099802	0.003166337	0.556467137
ENSG00000151846	PABPC3	-0.475957491	-1.39084099	0.003180307	0.556467137
ENSG00000169035	KLK7	-0.836197128	-1.785337873	0.003187655	0.556467137
ENSG00000172426	RSPH9	-0.296503378	-1.228164134	0.003202846	0.556542503
ENSG00000082684	SEMA5B	0.520487785	1.43444016	0.003250843	0.560428202
ENSG00000075131	TIPIN	0.509458967	1.423516255	0.003279344	0.560428202
ENSG00000230572		0.398864321	1.318469612	0.003333383	0.560428202
ENSG00000023909	GCLM	-0.454656285	-1.370456261	0.003333674	0.560428202
ENSG00000108953	YWHAE	0.433318664	1.350336216	0.00333847	0.560428202
ENSG00000134461	ANKRD16	0.376138288	1.297863167	0.00336417	0.560428202
ENSG00000225051	HMGB3P22	0.336728158	1.262889277	0.003375147	0.560428202
ENSG00000139679	LPAR6	-0.551246272	-1.465350993	0.003424018	0.560428202
ENSG00000188529	SRSF10	-0.479933242	-1.394679128	0.003437599	0.560428202
ENSG00000105122	RASAL3	-0.533732723	-1.447669949	0.003441074	0.560428202
ENSG00000106070	GRB10	-0.739105419	-1.669140524	0.003454274	0.560428202
ENSG00000139318	DUSP6	-0.701889724	-1.626634056	0.003454646	0.560428202
ENSG00000137522	RNF121	0.823613971	1.769833902	0.003461086	0.560428202
ENSG00000214688	C10orf105	0.382552082	1.303645925	0.003468473	0.560428202
ENSG00000155858	LSM11	0.553877409	1.468025887	0.003476288	0.560428202
ENSG00000105255	FSD1	-0.775166641	-1.711387717	0.003492737	0.560428202
ENSG00000204501	PRAMEF15	-0.272377898	-1.207796919	0.003544937	0.565845681
ENSG00000129355	CDKN2D	-0.613398154	-1.529858429	0.003556513	0.565845681
ENSG00000175906	ARL4D	-0.365973382	-1.288750853	0.003572258	0.5659627
ENSG00000135002	RFK	-0.331979593	-1.258739368	0.003611737	0.566641245
ENSG00000135903	PAX3	-0.387003378	-1.30767441	0.003615234	0.566641245
ENSG00000117598	PLPPR5	-0.515367929	-1.429358621	0.003621623	0.566641245
ENSG00000186288	PABPC1L2A	-0.341239037	-1.266844137	0.003661719	0.570547199
ENSG00000115216	NRBP1	0.428009132	1.345375725	0.003690289	0.572632628
ENSG00000165832	TRUB1	-0.393125323	-1.313235197	0.003736519	0.574722193
ENSG00000079616	KIF22	0.284288017	1.217809115	0.003756647	0.574722193
ENSG00000129292	PHF20L1	-0.387693853	-1.308300414	0.003768272	0.574722193
ENSG00000266094	RASSF5	-0.334037533	-1.260536185	0.003778251	0.574722193
ENSG00000112146	FBXO9	-0.835770468	-1.784809958	0.003779964	0.574722193
ENSG00000248485	PCP4L1	-0.590339164	-1.505600658	0.003818772	0.576877438
ENSG00000198821	CD247	0.32186532	1.249945611	0.003824737	0.576877438
ENSG00000186854	TRABD2A	-0.483890017	-1.398509464	0.003892227	0.584718015
ENSG00000124098	FAM210B	0.651914746	1.57125218	0.003909861	0.585036169
ENSG00000116698	SMG7	0.75262778	1.684858903	0.003931874	0.586004634
ENSG00000054277	OPN3	-0.727428315	-1.655685107	0.00395389	0.586965909
ENSG00000116406	EDEM3	0.337311816	1.263400297	0.003989017	0.589460191
ENSG00000151327	FAM177A1	-0.733543161	-1.662717602	0.004001957	0.589460191
ENSG00000075539	FRYL	-0.363868965	-1.28687236	0.004047864	0.591874291
ENSG00000130768	SMPDL3B	-0.515321976	-1.429313094	0.004063804	0.591874291
ENSG00000215256	DHRS4-AS1	0.682641171	1.605075511	0.004069804	0.591874291
ENSG00000151360	ALLC	-0.297943057	-1.229390342	0.004135952	0.59752626
ENSG00000204031	LCN1P2	0.283319871	1.216992158	0.004206883	0.604274826
ENSG00000205502	C2CD4B	-0.554127826	-1.468280723	0.004245588	0.604274826
ENSG00000148600	CDHR1	0.528544039	1.442472724	0.004252011	0.604274826
ENSG00000110060	PUS3	0.333374206	1.259956745	0.004312302	0.604274826
ENSG00000160194	NDUFV3	-0.27500659	-1.209999616	0.004353595	0.604274826
ENSG00000183684	ALYREF	-0.553703913	-1.467849356	0.004355548	0.604274826
ENSG00000170745	KCNS3	-0.585324553	-1.50037648	0.004358981	0.604274826
ENSG00000170684	ZNF296	0.336672519	1.262840574	0.004359599	0.604274826
ENSG00000067334	DNTTIP2	0.279007578	1.213359934	0.00438205	0.604274826
ENSG00000074855	ANO8	0.551522265	1.465631347	0.004406178	0.604274826
ENSG00000166821	PEX11A	0.369697812	1.292082161	0.004431708	0.604274826
ENSG00000205809	KLRC2	-0.708384686	-1.633973614	0.004451515	0.604274826
ENSG00000229205	LINC00200	0.370339952	1.292657392	0.004470754	0.604274826
ENSG00000119684	MLH3	0.310712869	1.240320419	0.004471124	0.604274826
ENSG00000139970	RTN1	-0.383590842	-1.304584906	0.004648984	0.624376374
ENSG00000197766	CFD	-0.447568448	-1.36373984	0.004655044	0.624376374
ENSG00000155090	KLF10	-0.315886785	-1.244776548	0.004680542	0.624376374
ENSG00000107593	PKD2L1	-0.708377129	-1.633965054	0.004686093	0.624376374
ENSG00000163913	IFT122	-0.311338323	-1.240858254	0.004750815	0.626914269
ENSG00000250668	LINC02123	-0.347783197	-1.272603679	0.004769681	0.626914269
ENSG00000170633	RNF34	-0.413936484	-1.332316167	0.004788817	0.626914269
ENSG00000232810	TNF	-0.357773581	-1.281446796	0.004850724	0.626914269
ENSG00000166452	AKIP1	0.308859429	1.238727994	0.00486246	0.626914269
ENSG00000072518	MARK2	-0.369278564	-1.291706737	0.004870108	0.626914269
ENSG00000175283	DOLK	0.334493633	1.26093476	0.004882407	0.626914269
ENSG00000169800	RBMY1F	0.320426248	1.248699426	0.004883118	0.626914269
ENSG00000161179	YDJC	-0.30810428	-1.238079778	0.004892791	0.626914269
ENSG00000163516	ANKZF1	0.412006648	1.330535172	0.004904652	0.626914269
ENSG00000247315	ZCCHC3	0.468179224	1.383362471	0.004956851	0.629199322
ENSG00000147246	HTR2C	-0.41187387	-1.330412723	0.004985907	0.629199322
ENSG00000133250	ZNF414	0.381097132	1.302331868	0.004996646	0.629199322
ENSG00000105409	ATP1A3	0.468490197	1.383660687	0.005011295	0.629199322
ENSG00000010539	ZNF200	-0.336109168	-1.262347549	0.005068152	0.629199322
ENSG00000110429	FBXO3	-0.765206845	-1.699613661	0.005075233	0.629199322
ENSG00000280767		0.333379239	1.25996114	0.005095675	0.629199322
ENSG00000176046	NUPR1	0.466996462	1.382228817	0.005113914	0.629199322
ENSG00000247746	USP51	0.351687773	1.276052576	0.005114998	0.629199322
ENSG00000103363	ELOB	0.394209386	1.314222353	0.005122767	0.629199322
ENSG00000165996	HACD1	-0.442004308	-1.358490342	0.005213675	0.629647687
ENSG00000204963	PCDHA7	-0.300079832	-1.231212541	0.005229269	0.629647687
ENSG00000186081	KRT5	0.332088669	1.25883454	0.005251577	0.629647687
ENSG00000173369	C1QB	-1.195709239	-2.290574106	0.00525212	0.629647687
ENSG00000013275	PSMC4	-0.73987116	-1.67002669	0.005254885	0.629647687
ENSG00000123505	AMD1	-0.731842683	-1.660758943	0.005260005	0.629647687
ENSG00000061938	TNK2	-0.331777532	-1.258563084	0.005284531	0.630581736
ENSG00000187134	AKR1C1	-0.539539134	-1.453508123	0.005304082	0.630918031
ENSG00000259495		0.323743718	1.251574108	0.005347286	0.631791215
ENSG00000196734	LCE1B	-0.284153102	-1.217695236	0.005388898	0.631791215
ENSG00000253868	FER1L6-AS2	-0.301232405	-1.232196553	0.005402591	0.631791215
ENSG00000126264	HCST	-0.680906349	-1.603146589	0.005404229	0.631791215
ENSG00000134115	CNTN6	-0.402365542	-1.321673241	0.005433465	0.631791215
ENSG00000112245	PTP4A1	-0.657474556	-1.577319102	0.005442042	0.631791215
ENSG00000205464	ATP6AP1L	0.282241553	1.216082877	0.005446209	0.631791215
ENSG00000213901	SLC23A3	-0.270621961	-1.206327776	0.005485881	0.631791215
ENSG00000147324	MFHAS1	0.729023582	1.657516902	0.005511872	0.631791215
ENSG00000270330		-0.251423111	-1.190380758	0.005512486	0.631791215
ENSG00000015285	WAS	-0.436733404	-1.353536136	0.005596975	0.635857214
ENSG00000189099	PRSS48	0.386224899	1.306968979	0.005606264	0.635857214
ENSG00000079393	DUSP13	-0.276125962	-1.210938807	0.005615415	0.635857214
ENSG00000189253	TRIM64B	-0.349051619	-1.273723047	0.005633147	0.635955308
ENSG00000265565	MIR3143	-0.267267289	-1.203525984	0.005662072	0.637164005
ENSG00000109255	NMU	-0.598521592	-1.514164125	0.005703564	0.637164005
ENSG00000154175	ABI3BP	0.507939511	1.422017787	0.005711354	0.637164005
ENSG00000104472	CHRAC1	0.329509447	1.256586031	0.005728342	0.637164005
ENSG00000155380	SLC16A1	-0.31112822	-1.240677558	0.005789922	0.642119433
ENSG00000110063	DCPS	0.375832194	1.29758783	0.00583314	0.644634117
ENSG00000163527	STT3B	-0.559229311	-1.473481871	0.005867418	0.644634117
ENSG00000093144	ECHDC1	-0.421782148	-1.339581306	0.005883438	0.644634117
ENSG00000198730	CTR9	-0.345907958	-1.270950602	0.005932201	0.644634117
ENSG00000141858	SAMD1	0.47081527	1.385892417	0.00595798	0.644634117
ENSG00000176007	FAM220BP	-0.302584821	-1.233352185	0.006027782	0.644634117
ENSG00000144285	SCN1A	0.991639651	1.988443612	0.006032832	0.644634117
ENSG00000165655	ZNF503	-0.379038115	-1.300474504	0.006044196	0.644634117
ENSG00000197249	SERPINA1	-0.307155385	-1.237265731	0.006075531	0.644634117
ENSG00000110628	SLC22A18	-0.485912776	-1.400471647	0.006101631	0.644634117
ENSG00000172771	EFCAB12	0.277361271	1.211976119	0.00610979	0.644634117
ENSG00000162980	ARL5A	-0.483876741	-1.398496595	0.006111095	0.644634117
ENSG00000135502	SLC26A10	0.297122085	1.228690951	0.006174875	0.644634117
ENSG00000100055	CYTH4	-0.524587649	-1.438522363	0.006189606	0.644634117
ENSG00000169860	P2RY1	0.314791503	1.243831883	0.006198119	0.644634117
ENSG00000127080	IPPK	-0.430471259	-1.347673725	0.006251417	0.644634117
ENSG00000214946	TBC1D26	-0.310554573	-1.240184336	0.006313219	0.644634117
ENSG00000199072	MIRLET7F1	0.276860442	1.211555456	0.006340682	0.644634117
ENSG00000214435	AS3MT	0.301277774	1.232235303	0.006343679	0.644634117
ENSG00000198324	FAM109A	0.27621624	1.211014585	0.00635248	0.644634117
ENSG00000095932	SMIM24	-0.449696625	-1.365753032	0.006419417	0.644634117
ENSG00000119688	ABCD4	0.285121655	1.21851301	0.006428119	0.644634117
ENSG00000163633	C4orf36	-0.267611269	-1.203812973	0.006438269	0.644634117
ENSG00000197093	GAL3ST4	-0.590116473	-1.505368276	0.006477854	0.644634117
ENSG00000134215	VAV3	1.07809161	2.111241493	0.006551192	0.644634117
ENSG00000029363	BCLAF1	0.299761207	1.230940653	0.00655971	0.644634117
ENSG00000254440	PBOV1	0.330240313	1.257222775	0.006568595	0.644634117
ENSG00000129682	FGF13	-0.312771162	-1.242091248	0.006574329	0.644634117
ENSG00000174514	MFSD4A	-0.444842087	-1.36116512	0.006636229	0.644634117
ENSG00000131686	CA6	0.277739817	1.212294168	0.006652508	0.644634117
ENSG00000184060	ADAP2	-0.559399209	-1.473655406	0.006678196	0.644634117
ENSG00000171962	DRC3	0.268318604	1.204403331	0.006703302	0.644634117
ENSG00000198948	MFAP3L	-0.282555858	-1.216347841	0.006767963	0.644634117
ENSG00000166997	CNPY4	-0.310722407	-1.24032862	0.006775208	0.644634117
ENSG00000197912	SPG7	0.410699656	1.329330336	0.006882043	0.644634117
ENSG00000185436	IFNLR1	0.347085319	1.271988228	0.006909938	0.644634117
ENSG00000213658	LAT	-0.326473502	-1.253944506	0.006914328	0.644634117
ENSG00000260404		-0.296926272	-1.228524196	0.006922798	0.644634117
ENSG00000101407	TTI1	0.29541713	1.227239761	0.00694399	0.644634117
ENSG00000282051		-0.297989388	-1.229429824	0.006952819	0.644634117
ENSG00000198939	ZFP2	0.388281941	1.308833827	0.006956611	0.644634117
ENSG00000283615	MIR924	0.309321193	1.239124539	0.006958817	0.644634117
ENSG00000137507	LRRC32	-0.461673782	-1.377138617	0.006998888	0.644634117
ENSG00000100427	MLC1	1.00879079	2.012223826	0.007058911	0.644634117
ENSG00000204472	AIF1	-0.867729898	-1.824789308	0.007063384	0.644634117
ENSG00000232665	PHBP10	0.357105129	1.280853194	0.007065751	0.644634117
ENSG00000186591	UBE2H	-0.303133166	-1.233821051	0.007080726	0.644634117
ENSG00000173933	RBM4	-0.676968725	-1.598777002	0.007087729	0.644634117
ENSG00000135063	FAM189A2	0.803363997	1.745165668	0.00709521	0.644634117
ENSG00000138698	RAP1GDS1	-0.674514034	-1.596059056	0.007114613	0.644634117
ENSG00000110719	TCIRG1	0.285231431	1.218605732	0.007120139	0.644634117
ENSG00000111860	CEP85L	0.352164821	1.276474592	0.007144707	0.644634117
