entrezgene	hgnc_symbol	logFC_BC	PValue_BC	logFC_MUO	PValue_MUO	logFC_RA	PValue_RA	logFC_DCM	PValue_DCM
79007	DBNDD1	1.82822742333989	1.94586704295791e-24	0.213971817	0.00016887	0.0546575527598248	0.34477586819848	0.108577425248802	0.782395812877
57679	ALS2	-0.0932189561401883	0.147852705545785	-0.031406948	0.495683176	NA	NA	-0.0753979849303533	0.672147326818842
843	CASP10	-0.720833235626248	6.85606751421405e-06	0.088134767	0.336859153	0.189961541475732	0.00303732268082626	-0.149673417945134	0.492038863143624
8837	CFLAR	-1.04424499105827	5.9532296223346e-28	-0.092093332	0.182310154	-0.0542535676817995	0.815036557786696	-0.0445643227967017	0.743198568395692
8837	CFLAR	-1.04424499105827	5.9532296223346e-28	-0.074497769	0.204760091	-0.0542535676817995	0.815036557786696	-0.0445643227967017	0.743198568395692
7035	TFPI	-1.8493281174083	5.90337918494953e-36	0.346470423	0.003989339	-2.37803936218436	4.32617106437551e-08	-0.329405340897002	0.166546076804155
55471	NDUFAF7	-0.0306420768921346	0.63934237452812	-0.186157226	0.00153379	0.0186095199922311	0.903702945463945	-0.155811319025767	0.412371059919057
10181	RBM5	-0.354220247989275	3.30866614064455e-06	NA	NA	0.00204956317442839	0.984291788004556	0.234697454428013	0.114242499718482
9108	MTMR7	0.757395749089334	0.000164719335785984	0.003758021	0.867399096	-0.0352899001942761	0.652628432238791	NA	NA
6542	SLC7A2	1.55813396691945	4.21008890928163e-08	0.072509766	0.536742487	-0.0436270339377733	0.670103166434516	-0.0322267917905598	0.901719959512123
381	ARF5	0.663329376230804	1.80870574812349e-16	0.066005159	0.328054322	0.406750640227576	0.0850459441886495	0.29369054069271	0.0713772397490596
23098	SARM1	-0.142461390271187	0.337243792399179	-0.032706123	0.40116325	0.0455047168132152	0.572829053952394	0.331231415977147	0.0721055389143379
26073	POLDIP2	0.336537934050981	0.000674885611309355	-0.217075895	0.025414013	-0.0460896606330015	0.6806310563904	NA	NA
23129	PLXND1	-0.179292972231725	0.13537988827057	0.308157786	0.001914147	0.56123586806018	0.00809103131579136	0.0813752348899081	0.591605338462175
204	AK2	0.145274629276621	0.00463613644360564	NA	NA	-0.02777228324815	0.735861408155517	-0.201642407550074	0.195974575726541
952	CD38	0.183878935047192	0.467121006051458	-0.348249164	0.062021119	1.16651117019961	9.76115530186042e-08	-0.0625750559643718	0.886753948998222
2288	FKBP4	1.56796524043563	3.72096586988577e-33	NA	NA	-0.247684717297062	0.0989223555844544	0.0416322173729229	0.823828607806458
23028	KDM1A	0.442381495036234	1.50170841346255e-13	-0.229300363	0.002682175	-0.306287418504232	0.0822674753329085	-0.180764312972409	0.209196722525155
10180	RBM6	-0.332340697608085	6.11024368315368e-06	-0.067068918	0.497510892	-0.00355351868035125	0.984652168955764	-0.101445390252899	0.606438135582598
84254	CAMKK1	0.0754649256368058	0.530301886639592	0.117161343	0.013255401	NA	NA	0.0655607339393257	0.786212006271002
5965	RECQL	0.130605100428692	0.294327874104195	0.05140904	0.396647499	0.802410097700812	0.000243868437064231	-0.137076885003527	0.56885264271927
55610	VPS50	0.0871471997172153	0.345691629755106	-0.045968193	0.261344185	0.0548424953313003	0.493745349387692	0.057172674319547	0.769512932354291
126393	HSPB6	-4.26334113155927	5.14119657695534e-43	-0.035923541	0.664693733	-0.744231464819911	0.0180812208122728	0.529331809327598	0.189362352372657
115703	ARHGAP33	0.682859869811168	9.26786186964548e-06	0.001813618	0.974552921	-0.00791922235436671	0.931125706801085	0.60833472776411	0.0635233356787723
4706	NDUFAB1	0.545715405037289	1.83932346026832e-07	-0.360909599	0.003033929	0.465444566002008	0.00430332421361475	-0.257538713051937	0.246354731806797
5166	PDK4	-2.93930484702615	1.39722854965461e-28	-0.217982691	0.017535493	-2.86665606823047	0.0024607356210455	-0.494488382661683	0.422511083943436
85413	SLC22A16	-0.388319495011243	0.184237860102099	0.02280099	0.199943034	NA	NA	NA	NA
51364	ZMYND10	2.60560171284943	3.61276944132424e-33	0.010480609	0.698490248	0.0413534029423239	0.607831209316926	0.156670929298959	0.809249960507915
340273	ABCB5	-3.10444110837711	2.32231574374444e-26	-0.021004814	0.588165772	NA	NA	NA	NA
170302	ARX	1.986196264969	9.35980353185485e-07	-0.019853863	0.584382232	NA	NA	NA	NA
10165	SLC25A13	0.322128972009196	0.000115587954915369	0.103934152	0.074170149	0.0879742402836508	0.537637042979232	-0.256931843199186	0.224057556408989
7982	ST7	0.0222470346398725	0.781772312940376	NA	NA	-0.266215152854292	0.0028807303963359	-0.105707162052919	0.475392227734642
996	CDC27	0.0216094294236303	0.816945794377619	-0.062656949	0.104015213	-0.151512382166192	0.0878852761104388	-0.268920146748847	0.0481992278255922
6521	SLC4A1	-3.00028814389014	4.95228589311035e-15	0.00755964	0.863921269	-0.0918701915396518	0.38499967349525	NA	NA
799	CALCR	-1.24810493930826	1.51050555768845e-06	0.020908899	0.323213636	-0.109592327076594	0.0618903800805039	NA	NA
3052	HCCS	0.144020726504348	0.0807933313962181	-0.057669503	0.554251742	0.373058666218902	0.0266236030426999	0.140828862540101	0.527119938685637
1856	DVL2	-0.11348582587809	0.101981445434074	-0.117762973	0.015085971	-0.0154240190528325	0.809182137462377	0.052981151986505	0.777318665875735
64063	PRSS22	1.3035236046816	3.85075988732205e-09	0.091177803	0.006642517	0.00972738611663981	0.893692122419737	NA	NA
5976	UPF1	0.243472317821452	7.27431992732556e-05	-0.172834122	0.092240983	-0.30103580493021	0.00234280772569844	0.181030969941037	0.262385574780863
8935	SKAP2	-0.957110361021163	2.10522529816452e-19	0.016252789	0.622427677	1.26592164338859	5.95460980253866e-06	-0.0326521234187167	0.917521263146492
292	SLC25A5	0.558811057762523	2.3021298508423e-12	-0.166695731	0.002690493	0.17610976042349	0.396731831600792	-0.161819969814695	0.662587096016261
55013	MCUB	0.618535189519631	4.76009600604443e-08	NA	NA	1.09430873470777	2.03701809280773e-05	0.278360580495975	0.475810725526494
3207	HOXA11	1.10462336862402	0.000205758189224172	0.039271765	0.206541353	-0.155328269328714	0.0472226590176649	NA	NA
5439	POLR2J	0.552080860169331	1.11813557033336e-07	0.223597933	0.001729505	-0.219585593793953	0.328704512556935	0.151652311493573	0.614734364117417
56919	DHX33	0.0714804184319432	0.475084075199096	-0.020856586	0.715040329	NA	NA	-0.173896369581668	0.345156293852211
4222	MEOX1	-2.19226413514332	3.00721541178134e-17	-0.096383229	0.308998005	0.445180457972488	0.290887819421286	0.157993216790303	0.514635474714746
221981	THSD7A	-1.1433265614743	3.10262870159807e-13	0.248064316	0.038468098	-0.548441563664189	0.000132975471752555	-0.505685402215717	0.289333853317402
3980	LIG3	0.916918740852195	1.3355688673297e-16	0.052873883	0.215256385	0.0203157397231966	0.729701306377625	-0.135611581004587	0.492629507054358
3980	LIG3	0.916918740852195	1.3355688673297e-16	0.030142648	0.775121429	0.0203157397231966	0.729701306377625	-0.135611581004587	0.492629507054358
79657	RPAP3	0.273534074058519	3.68343130724374e-05	0.114292691	0.100494675	0.469656022049868	0.0179841526631219	-0.354904997159712	0.298368366744836
6296	ACSM3	-1.69324548732888	2.23882686326248e-12	0.024527411	0.224705801	0.103435545205719	0.132203608900835	0.486335634199886	0.135086704253053
81691	REXO5	0.505326863473812	1.96714183326314e-07	NA	NA	0.0150192107195086	0.758310738944277	0.26773293924808	0.411829655952779
57019	CIAPIN1	0.368459907420327	8.37390429198701e-07	-0.175240654	0.087073187	-0.107378603750803	0.352474224475467	-0.0502091202913973	0.72501520947105
56928	SPPL2B	0.390178631863335	0.000365162952256438	-0.054495678	0.659100648	0.0358034997705294	0.545884532879323	NA	NA
80256	FAM214B	-0.056490816558973	0.534074829642309	-0.04084124	0.559198111	0.370571303218904	0.00489344429827351	0.290942142568238	0.0622191362162541
51226	COPZ2	-1.00098828090465	2.7692940410768e-08	0.018720354	0.480572265	0.544680274814573	0.135622227586003	0.395324958327633	0.0285346690079137
51226	COPZ2	-1.00098828090465	2.7692940410768e-08	-0.073120117	0.4914035	0.544680274814573	0.135622227586003	0.395324958327633	0.0285346690079137
5577	PRKAR2B	-2.5064244641067	3.95968210060367e-28	-0.506208139	5.63e-05	-0.313295465926169	0.556123267672935	-0.264206234319843	0.297272668936521
10943	MSL3	-0.000967284850050856	0.987840788858503	0.334324427	0.000356892	0.70416971338889	4.66454103552254e-06	-0.146046473481226	0.474134094878788
1387	CREBBP	-0.0383292977741599	0.588817282862132	0.009730749	0.885018203	-0.21900021466827	0.0305982719023164	-0.0834117695709554	0.499235906724715
9256	TSPOAP1	-0.254007907965685	0.156412325631876	NA	NA	-0.150671556637744	0.0836768624787855	0.37221180326937	0.241874356176638
4353	MPO	-0.894810313491788	1.72257275097018e-05	-0.09136091	0.009776241	0.03126416676698	0.586771917541291	0.373045064167707	0.551748214020224
5444	PON1	0.817044934862364	0.00834450834494043	-0.01335798	0.477753966	-0.0678042399083769	0.333672901121298	0.42534712339182	0.54075850309423
6936	GCFC2	-0.351721386598599	2.8983778071935e-06	-0.29347447	0.000265091	-0.313883726763421	0.00509204140451019	-0.0176752902539988	0.928941784740671
84058	WDR54	0.942391115983574	2.72147152107671e-17	0.086233954	0.003408621	NA	NA	0.771110900737367	0.0277587796085909
54677	CROT	0.577694350174715	0.000549785141740719	0.091448102	0.084440471	0.331289239297388	0.0771047238688969	-0.0331816206767503	0.881012964335504
5244	ABCB4	0.181202935838022	0.284026389486069	-0.006748745	0.803063952	0.0857305107886313	0.311893805168574	-0.24709750756442	0.306761595587895
55904	KMT2E	-0.3921837777842	7.47093860528682e-07	-0.00931222	0.900921322	NA	NA	0.0698486272591281	0.606758958499885
57414	RHBDD2	0.829013107498	6.89440490798295e-22	0.058872767	0.466244936	NA	NA	0.453846528341065	0.00671536260001852
30812	SOX8	-0.468416618556388	0.120057646030721	0.011143277	0.860556271	NA	NA	0.339165849597849	0.393464774927565
25998	IBTK	0.0493118974627848	0.571121014782155	-0.251848493	1.24e-05	0.25193839620383	0.0970939231432046	-0.405354721190806	0.0195291294750529
7748	ZNF195	-0.0241661491998179	0.747709040146043	0.023995537	0.430480542	0.185174120279906	0.124343182318425	-2.3919155302798	0.00364541661841906
23077	MYCBP2	-1.13388365989512	8.80936347609601e-19	-0.214599608	0.0161435	-0.817482451810422	0.00136077939678259	-0.408671435558645	0.0108938543006015
26224	FBXL3	-0.422930527642201	3.6121148989719e-08	-0.054670062	0.375807869	NA	NA	-0.229867189555765	0.418754034337291
3683	ITGAL	0.933923048784596	2.16955284146365e-08	0.632132396	5.32e-05	1.27324612120086	5.50481794568435e-11	0.794596001011675	0.0426829387265547
5164	PDK2	-1.08451176821214	7.40130385996901e-13	-0.580845424	8.31e-10	-0.17458780877345	0.0936485152071207	0.0674585008167746	0.769377216439733
3675	ITGA3	-0.207257695794735	0.154231042184421	0.666503908	0.000720139	-0.182941256168951	0.196143308209104	-0.338232067014471	0.238821567567539
7543	ZFX	-0.0805520985996211	0.383224907103851	-0.004961287	0.927220803	-0.145425256269665	0.212690207417109	-0.175514699069645	0.343809455166761
3920	LAMP2	0.192124396017586	0.0057533096164175	NA	NA	1.01562920593371	2.2039792697074e-05	-0.345634416527158	0.102383881826901
3674	ITGA2B	-0.0885042753104304	0.633744192039889	-0.043282647	0.08865685	0.0279301764002375	0.544981985156498	-0.118227965778697	0.828373835072809
51666	ASB4	-1.09973776403519	1.99898289383577e-05	-0.033857075	0.090705376	-0.0650746654704424	0.263302113896464	-0.661239623520578	0.15231008193662
51573	GDE1	0.416560665748773	4.5553019992258e-06	-0.12210519	0.359694051	0.67934106937376	0.0761205354418793	-0.0378033425556283	0.807986348952291
55049	REX1BD	0.530958355796351	0.000230054570403502	NA	NA	0.350791594947979	0.00419201636650501	0.287033656626347	0.258092604437455
9244	CRLF1	0.14341930072253	0.548179258548375	0.152195521	0.035763189	-3.41763310393774	1.34009908107312e-05	1.46148976340725	0.00309332847537405
114881		0.0722940003529916	0.543534638233226	NA	NA	-0.03671681458284	0.527179535490439	0.52415498007167	0.00948800633010818
26022	TMEM98	-0.281639415047115	0.0324908048636618	0.274030414	0.009539064	NA	NA	-0.0102227452460782	0.96289665403906
51087	YBX2	0.287705037991308	0.14436323849622	-0.329049246	0.013596441	-0.056330835046059	0.717415204191081	1.00629274742551	0.0628833684475275
3883	KRT33A	1.27655638564761	0.00105962709930744	0.007751467	0.785258623	NA	NA	NA	NA
9020	MAP3K14	-0.514823600733574	2.2045272087111e-05	0.154872347	0.002555897	-0.0747967464005601	0.512908445564418	NA	NA
6833	ABCC8	1.05278083674128	0.0008567782733575	-0.008248464	0.824331198	-0.170807015431355	0.0436682365439216	0.784853090616696	0.0570086108271896
10368	CACNG3	1.25352554263545	0.119341554521397	0.018528529	0.451039747	-0.0477344638465658	0.429093201317443	NA	NA
54972	TMEM132A	2.03615444238412	7.19433876649409e-28	0.001761299	0.964151558	0.140070330130428	0.0438236996093952	0.426260854650554	0.158667997881797
163	AP2B1	0.550961147916833	5.25999366139841e-08	0.051060267	0.326155639	NA	NA	0.000839901397853903	0.996554597780728
6863	TAC1	-0.955130342985472	0.0035208860227188	-0.001761298	0.917000531	0.751880648697634	0.403862005919337	NA	NA
10127	ZNF263	0.425199380439018	1.27585154883814e-10	0.065987723	0.184979394	-0.415658392659293	0.00602860682583087	-0.0824197365391389	0.658769462190995
6376	CX3CL1	-2.36309585709396	2.27071559599451e-29	-0.105242047	0.453774796	-1.48316572296137	0.000213423795468719	-0.623375513631033	0.0402254228412259
64847	SPATA20	0.533033798239351	2.27451482964674e-06	0.025163924	0.86380701	0.521555315097236	0.0381526777796198	0.28285322773284	0.104769158552921
8913	CACNA1G	-0.462061453910039	0.048284835762932	0.008501326	0.703530162	-0.00551257370925207	0.916808605920722	0.323033973765179	0.423201857966707
51330	TNFRSF12A	1.03527986850613	1.21843317158814e-07	0.625941686	0.003740214	-0.0881822029205237	0.820442724894792	0.419890488680677	0.456915689814843
1750	DLX6	0.428607456716766	0.224360456990557	-0.017482212	0.606535306	-0.0584425949787195	0.330201533986518	NA	NA
4293	MAP3K9	0.489655745838316	0.00453358046283315	-0.013497491	0.632893089	-0.0143650474840853	0.789289480439848	0.0970353629502683	0.784770424372947
5898	RALA	0.212345783752418	0.000788074018689748	-0.083356582	0.407763995	0.798970083064154	0.00554062093095496	-0.218353257254052	0.135453687927757
55971	BAIAP2L1	0.983959306460971	5.40335495570181e-16	0.061767581	0.192738395	NA	NA	0.273208777066529	0.288129606279368
80853	KDM7A	-0.164701197782642	0.202654971946619	0.096958707	0.110256417	-0.959160405515925	0.00507261258801742	-0.193833915415698	0.287639885706966
2115	ETV1	-0.671764966589234	1.06086125929266e-05	-0.025469099	0.673568291	-0.0759338548133948	0.229821330812441	0.297604896549078	0.16116466220488
55750	AGK	0.273929246247436	5.43962123937175e-06	-0.142351424	0.016181199	0.0277041805895832	0.727440242122659	-0.144484433877182	0.45260147645183
221	ALDH3B1	0.381962725604914	0.00366408914963776	0.137520927	0.113800111	0.0471610134306673	0.663655144460229	NA	NA
55001	TTC22	0.229570916833271	0.352036438607877	-0.004952566	0.836123613	-0.0629258942330644	0.164369452753038	-0.924721186049297	0.166548826293704
57157	PHTF2	0.702604761176615	1.43544421765199e-18	0.262137277	0.000985181	0.400163884089089	0.000782836407521535	-0.670306260502004	0.00343831976900382
10344	CCL26	-0.192358217270868	0.409628083901077	-0.005074638	0.746170485	NA	NA	-0.142060101471056	0.850941299945785
9855	FARP2	0.180468455407769	0.012974597109521	-0.211199079	0.001490044	0.0560359153629402	0.436209656137193	0.100817623120642	0.557315299192823
10083	USH1C	-0.247643426543549	0.5168891162475	-0.060433524	0.002978883	-0.0155902362188489	0.768332132772186	-1.46692354997072	0.0490763154916649
79017	GGCT	1.21528015443724	2.37489157812753e-29	-0.42781285	0.000292893	-0.143133662323906	0.399082066914321	-0.223663977437751	0.364875845511883
10926	DBF4	1.19198710008362	1.44177419111736e-29	-0.073320661	0.033020351	-0.00919181343773712	0.946804056523858	0.145402317651099	0.71556148328314
6915	TBXA2R	0.263282303531203	0.0747107142960721	0.108564105	0.026493553	0.11400284502222	0.316888574396377	-0.0326537805560677	0.923421472360388
3475	IFRD1	-0.496387341742281	7.42484167965087e-06	NA	NA	-2.52351542829542	2.26066774129789e-09	-0.422457131486122	0.238225513354584
56891	LGALS14	0.472186827137157	0.353581941431296	0.041102817	0.074642416	-0.0934514623234883	0.125121366589308	NA	NA
1352	COX10	-0.202045127280745	0.0383544452144508	-0.231968472	0.007551976	0.071129066698604	0.573260672584256	0.137890333953856	0.533184328734057
1352	COX10	-0.202045127280745	0.0383544452144508	-0.022521972	0.420757915	0.071129066698604	0.573260672584256	0.137890333953856	0.533184328734057
9569	GTF2IRD1	1.03474334229407	6.68057403535494e-34	-0.122872489	0.234197764	-1.62253711937045	1.54615904743795e-06	-0.0838727844561437	0.747888878331604
54623	PAF1	0.322537260656541	9.26396046964792e-05	0.102050782	0.04910491	-0.802159291916724	6.9898389191824e-06	0.00347572767897857	0.977114652232256
27072	VPS41	0.0235150094412867	0.732778578580483	0.040544782	0.246478227	0.229847927307482	0.0286120808710208	0.264115155337022	0.147363010442792
9912	ARHGAP44	-0.278990252449166	0.0237435040602141	-0.073625838	0.03796142	-0.115987337564539	0.40203482633852	-0.253832745050767	0.208417160065923
60528	ELAC2	-0.0491185824512946	0.456838952426942	-0.177507671	0.02734537	-0.0643678480413641	0.711639066781617	-0.0323175448140442	0.820828090691053
85477	SCIN	0.97286867343981	0.000232384368881198	1.376604351	0.00020163	0.0543256587139282	0.715185399025259	NA	NA
85477	SCIN	0.97286867343981	0.000232384368881198	0.470057897	0.030715978	0.0543256587139282	0.715185399025259	NA	NA
414	ARSD	0.364195897196494	0.00109497526295258	0.473824637	0.000342994	0.0363142473897007	0.513935779160405	0.213125401254106	0.313161172660906
8228	PNPLA4	0.0358487859718215	0.7584109353807	-0.065516881	0.686724844	0.0550706442825906	0.584479792741268	-0.207174420314159	0.31850965151783
8735	MYH13	1.05598482816601	1.09663310273536e-07	0.008353097	0.690622348	-0.0850722420759764	0.334806434565511	-0.14367771876771	0.703316871801863
79602	ADIPOR2	0.216822081940652	0.191464525242768	-0.123116632	0.101704602	-0.770696538381173	0.00985621187548583	-0.0518830215197986	0.684818093044864
51265	CDKL3	0.258971072611448	0.0101626471547302	-0.07143729	0.146648111	NA	NA	0.257789576857186	0.24643628214306
151531	UPP2	-0.189312925317931	0.397932977085817	-0.025268552	0.213444882	NA	NA	NA	NA
151531	UPP2	-0.189312925317931	0.397932977085817	-0.010515486	0.407038506	NA	NA	NA	NA
10942	PRSS21	0.599550434347304	0.0977821838501125	0.009556361	0.707249384	0.0175284549101993	0.795392874371872	NA	NA
57787	MARK4	0.460564632110208	5.30041967911247e-08	-0.106323244	0.144298455	-0.11674987738686	0.177912892171612	-0.0180174528567567	0.936958760510624
8842	PROM1	-0.107705910337324	0.770879735482455	0.107482911	0.024791535	-0.0266703369486829	0.72414397093116	0.23793752245743	0.436242623501297
8842	PROM1	-0.107705910337324	0.770879735482455	-0.003845218	0.807631917	-0.0266703369486829	0.72414397093116	0.23793752245743	0.436242623501297
115098	CCDC124	0.564149729101163	9.4324076825871e-05	0.210466656	0.08066407	NA	NA	0.112625140743961	0.591939840665318
90273	CEACAM21	0.189889463250852	0.265931234306717	NA	NA	0.164112862545363	0.00715357781195694	0.589378085779725	0.371741423471619
5048	PAFAH1B1	-0.372050601072451	2.04352380170447e-07	0.05395508	0.209954237	0.250683243473427	0.0984034008338896	-0.103189346332615	0.575713946584224
4843	NOS2	-0.521136667930033	0.00153866446866019	-0.069187708	0.039085108	0.0152989473633967	0.879343937155337	-0.547659252113984	0.376353760292153
1770	DNAH9	-1.2530462505831	1.28560151996143e-06	-0.077854703	2.54e-06	-0.00620903737330014	0.904597549652452	-0.284704921786352	0.572555943486795
9703	KIAA0100	0.0892152417147336	0.356448199985962	0.235979354	0.000257408	0.360587940642692	0.000127239059557868	-0.133645484077228	0.432609779416577
9058	SLC13A2	-2.69873998700626	1.13103828216715e-13	-0.006940568	0.728313094	0.00967890715361763	0.909688073628858	NA	NA
8522	GAS7	-0.748904352398687	1.37115409382928e-06	0.539515906	0.00511101	0.43589776174075	0.00180711048397398	0.301412601087171	0.105171773879814
79090	TRAPPC6A	0.745704365881471	1.89952138299041e-10	-0.023585727	0.753559439	-0.0695601850769623	0.684964298391424	0.274303517344096	0.317796993946573
4145	MATK	0.33206784777927	0.200415860392479	0.294311524	0.001514678	0.306759748088737	0.00531881301418752	-0.242980717699843	0.700702095183014
1087	CEACAM7	1.6213757290451	9.04144146370327e-06	-0.017830983	0.315388205	0.0366475985925838	0.482741764217116	NA	NA
974	CD79B	0.0457085210355956	0.837013558752245	0.005318777	0.864000793	NA	NA	0.15099210243075	0.57764577982154
6329	SCN4A	-3.57101956158652	5.16221974513965e-34	-0.249424526	0.015259489	-0.0499720462905344	0.519217603032131	1.40009153788487	0.00240024417656476
54879	ST7L	0.0769370673821397	0.236449346135309	-0.1322719	0.024624918	-0.0101968806867729	0.869156825269066	-0.0436468179226908	0.784469618532784
8277	TKTL1	-1.57362744751739	1.01083061411704e-10	0.03085763	0.399330367	-0.0760227331785046	0.315791219304983	-0.506686785797314	0.0770986404645083
5080	PAX6	-0.0782560178098704	0.586846745022444	-0.008614678	0.697891964	0.0056064658566255	0.937372955825576	0.319169024904981	0.541098363654086
113000	RPUSD1	1.26123006835437	8.70953192959777e-33	0.027622769	0.65550344	NA	NA	0.28099856572582	0.230773448674601
64285	RHBDF1	0.640662642625046	2.60003031318005e-12	-0.006068641	0.904510679	-0.447695960677907	0.00688029435762805	0.435417351969909	0.141151936287173
55692	LUC7L	0.361787349874971	0.000183642073074326	-0.126482284	0.173583125	-0.184072521230349	0.0804554916165278	-0.241341704908902	0.476877908517197
9254	CACNA2D2	1.50962454909324	3.72584215871445e-11	0.048409601	0.124857035	-0.078101195216957	0.518379883837146	0.0172615017967791	0.945233236974798
8938	BAIAP3	1.13957210653262	3.6319518493962e-07	0.027910502	0.493617361	0.073776805693091	0.225145955627288	0.486685641907308	0.126716188275145
115939	TSR3	0.572432200572384	2.30940270389076e-07	0.058471681	0.516506686	0.139393125494358	0.156117862501953	0.142776921513838	0.460865186532016
9091	PIGQ	1.20962699183143	4.3750370853555e-30	-0.077113561	0.348079708	-0.0366459239516885	0.576801912520253	0.397443986704687	0.0758476084598497
57585	CRAMP1	0.272473106712256	0.00156860975753384	-0.142543249	0.01095551	NA	NA	0.0367397982355396	0.846568535462142
